time;lane_ids;laneDensity;inflow;outflow
29100;32_1;35.9;876;516
29100;33_0;8.35;288;108
29100;33_1;3.48;60;240
29100;34_0;37.59;540;396
29100;34_1;29.58;492;504
29100;35_0;10.38;168;348
29100;35_1;31.43;324;456
29100;35_2;5.53;48;0
29100;35_3;9.97;456;432
29100;35_4;3.5;372;96
29100;37[0]_0;3.08;72;168
29100;37[0]_1;5.49;312;180
29100;38.9_0;37.25;624;516
29100;38.9_1;35.93;384;504
29100;39.68_0;10.57;444;456
29100;39.68_1;2.11;84;96
29100;3[0]_0;14.85;324;708
29100;3[0]_1;10.24;432;516
29100;3[0]_2;4.3;480;108
29100;3[1]_0;10.19;360;372
29100;3[1]_1;6.87;504;300
29100;3[1]_2;4.49;108;264
29100;4_0;1.22;36;48
29100;4_1;1.7;72;72
29100;4_2;7.37;264;240
29100;40_0;13.5;48;384
29100;40_1;25.79;684;468
29100;40_2;17.56;696;384
29100;40_3;10.19;252;384
29100;41.3_0;26.45;684;612
29100;41.3_1;18.62;528;576
29100;41.3_2;18.66;768;792
29100;41.3_3;8.22;384;348
29100;42.0_0;65.83;540;276
29100;42.0_1;52.64;576;336
29100;42.0_2;41.61;276;372
29100;42.0_3;36.31;264;348
29100;43[0].45_0;11.74;564;432
29100;43[0].45_1;5.21;192;252
29100;44_0;38.29;264;240
29100;44_1;3.82;12;48
29100;44_2;8.85;120;72
29100;45[0].5_0;16.23;684;588
29100;45[0].5_1;9.48;396;480
29100;45[1]_0;13.09;600;528
29100;45[1]_1;10.61;468;480
29100;46_0;15.89;528;660
29100;46_1;2.92;252;48
29100;47_0;9.98;504;384
29100;47_1;2.32;0;120
29100;48_0;10.11;384;408
29100;48_1;5.52;216;216
29100;48_2;;0;0
29100;49[0]_0;1.53;48;60
29100;49[0]_1;2.53;108;96
29100;49[0]_2;0.94;48;48
29100;49[1]_0;1.33;84;48
29100;49[1]_1;2.18;96;84
29100;49[1]_2;1.49;48;84
29100;5_0;7.99;192;192
29100;5_1;23.5;336;324
29100;50[0].15_0;3.16;48;156
29100;50[0].15_1;0.71;132;0
29100;50[1]_0;3.18;120;108
29100;50[1]_1;;0;0
29100;51_0;8.84;240;216
29100;51_1;0.34;0;12
29100;52_0;14.49;12;192
29100;52_1;9.75;432;240
29100;52_2;3.57;72;96
29100;53.4_0;13.89;504;672
29100;53.4_1;16.34;828;660
29100;53.4_2;6.14;276;300
29100;54[0]_0;9.16;444;372
29100;54[0]_1;2.42;96;108
29100;54[1]_0;9.26;360;312
29100;54[1]_1;3.15;108;144
29100;55[0]_0;4.56;168;252
29100;55[0]_1;7.21;324;276
29100;55[0]_2;1.76;96;72
29100;55[1]_0;0.62;276;0
29100;55[1]_1;9.82;276;444
29100;55[1]_2;2.78;84;96
29100;56.0.16_0;2.49;72;132
29100;56.0.16_1;1.8;120;60
29100;57_0;2.63;48;72
29100;57_1;9.21;180;144
29100;58_0;8.18;264;192
29100;58_1;2.25;72;120
29100;59_0;0.64;180;12
29100;59_1;3.12;132;48
29100;59_2;6.71;24;252
29100;6_0;7.59;324;216
29100;6_1;7.67;300;384
29100;6_2;5.24;168;276
29100;6_3;2.52;144;120
29100;6_4;2.8;144;96
29100;60_0;27.76;216;240
29100;61_0;1.86;48;120
29100;61_1;1.85;108;36
29100;62_0;0.5;24;24
29100;63_0;2.01;48;24
29100;64_0;;0;0
29100;66.10_0;0.77;24;36
29100;66.10_1;0.25;12;12
29100;67.1_0;3.37;156;108
29100;67.1_1;0.78;24;60
29100;68_0;1.61;72;72
29100;68_1;0.36;24;24
29100;69_0;1.73;72;72
29100;69_1;0.59;24;24
29100;7.0.20_0;8.01;228;252
29100;7.0.20_1;5.11;0;240
29100;7.0.20_2;5.44;96;108
29100;7.0.20_3;17.02;360;24
29100;7.0.20_4;41.68;144;72
29100;70_0;2.17;96;84
29100;71_0;1.79;48;48
29100;72_0;3.51;156;156
29100;73_0;3.15;72;192
29100;73_1;1.22;120;12
29100;74_0;0.1;0;0
29100;74_1;0.08;0;12
29100;75_0;4.24;144;240
29100;75_1;3.16;180;96
29100;75_2;;0;0
29100;76_0;4.21;60;120
29100;76_1;2.21;240;168
29100;77_0;5.14;144;156
29100;77_1;1.42;48;48
29100;78_0;0.82;48;12
29100;78_1;13.1;420;468
29100;79_0;4.12;168;204
29100;79_1;1.68;108;60
29100;8.0.2.13_0;2.54;204;24
29100;8.0.2.13_1;7.47;420;192
29100;8.0.2.13_2;10.66;264;528
29100;8.0.2.13_3;5.39;252;372
29100;80_0;2.28;132;60
29100;80_1;13.59;312;372
29100;81_0;2.07;12;120
29100;81_1;3.05;228;108
29100;81_2;1.47;48;60
29100;82_0;5.7;120;168
29100;82_1;2.66;96;60
29100;82_2;1.59;60;36
29100;83_0;0.33;24;12
29100;83_1;6.11;312;156
29100;83_2;4.98;132;312
29100;84_0;0.94;276;24
29100;84_1;7.26;96;300
29100;84_2;1.73;84;144
29100;85_0;10.11;216;240
29100;85_1;5.31;132;168
29100;85_2;2.93;132;48
29100;86[0]_0;3.89;156;192
29100;86[0]_1;2.89;156;120
29100;86[0]_2;2.73;108;120
29100;86[1][1]_0;10.35;192;156
29100;86[1][1]_1;8.62;120;168
29100;86[1][1]_2;7.06;120;204
29100;87_0;8.7;240;240
29100;87_1;2.65;84;108
29100;88_0;2.05;60;60
29100;88_1;0.22;12;12
29100;9_0;0.21;36;0
29100;9_1;7.22;168;36
29100;9_2;32.48;540;324
29100;9_3;52.34;372;408
29100;90_0;4.39;180;180
29100;90_1;1.59;132;60
29100;91_0;5.07;120;192
29100;91_1;4.29;180;168
29100;92_0;4.06;264;156
29100;92_1;5.05;132;240
29100;93_0;0.11;48;0
29100;93_1;3.01;84;120
29100;93_2;4.1;168;180
29100;94_0;14.69;156;168
29100;94_1;9;108;96
29100;94_2;20.48;132;156
29100;95_0;0.8;36;36
29100;95_1;;0;0
29100;96_0;1.15;36;24
29100;96_1;0.21;0;12
29100;97_0;1.75;72;84
29100;97_1;;0;0
29100;98_0;1.36;120;48
29100;98_1;2.79;0;72
29100;99_0;1.45;60;60
29100;E0_0;19.76;1296;228
29100;E0_1;51.26;0;408
29100;E0_2;50.82;0;564
29100;E0.221_0;14.02;372;396
29100;E0.221_1;10.35;300;264
29100;E1_0;7.66;336;336
29100;E1_1;1.17;60;72
29100;E10_0;4.8;204;204
29100;E10_1;;0;0
29100;E11_0;21.7;96;96
29100;E11_1;;0;0
29100;E12_0;;0;0
29100;E12_1;;0;0
29100;E13_0;6.21;204;204
29100;E13_1;3.26;108;96
29100;E15_0;3;48;48
29100;E18_0;11.92;408;420
29100;E18_1;2.36;96;84
29100;E19_0;20.06;672;684
29100;E19_1;21.96;696;696
29100;E19_2;5.53;252;240
29100;E2_0;12.29;732;468
29100;E2_1;2.88;0;180
29100;E2.444_0;10.68;468;468
29100;E2.444_1;7.01;348;312
29100;E20_0;0.38;12;12
29100;E21_0;2.26;48;48
29100;E3_0;24.91;1968;1080
29100;E3_1;21.78;0;948
29100;E4.10_0;3.24;132;132
29100;E4.24_0;10.11;168;156
29100;E5_0;11.05;300;240
29100;E5_1;1.35;0;60
29100;E6_0;55.41;216;216
29100;E6_1;234.19;384;384
29100;E6_2;122.87;264;264
29100;E7.29_0;0.81;48;36
29100;E7.9_0;2.68;96;96
29100;E8_0;;0;0
29100;E8_1;2.18;96;96
29100;E8.39_0;2.31;96;108
29100;gneE10_0;164.05;36;72
29100;gneE10_1;127.74;264;228
29100;gneE10_2;56.81;636;624
29100;gneE126_0;38.07;336;312
29100;gneE126_1;55.06;456;432
29100;gneE138_0;;0;0
29100;gneE138_1;11.46;432;444
29100;gneE138_2;2.25;96;84
29100;gneE140_0;18.83;384;324
29100;gneE140_1;10.29;228;228
29100;gneE141_0;17.71;768;696
29100;gneE141_1;7.89;360;396
29100;gneE142_0;35.79;612;552
29100;gneE142_1;32.79;576;576
29100;gneE143_0;20.7;408;384
29100;gneE143_1;8.83;204;228
29100;gneE144_0;1.64;72;72
29100;gneE147_0;0.92;12;12
29100;gneE148_0;6.94;240;264
29100;gneE148_1;1.45;84;60
29100;gneE148_2;;0;0
29100;gneE150_0;36.9;276;300
29100;gneE150_1;14.46;168;144
29100;gneE151_0;27.79;300;276
29100;gneE151_1;23.07;144;156
29100;gneE153_0;4.48;12;12
29100;gneE153_1;20.24;696;660
29100;gneE153_2;11.11;384;432
29100;gneE154_0;33.3;672;684
29100;gneE154_1;16.71;420;408
29100;gneE155_0;0.28;12;12
29100;gneE156_0;0.34;12;12
29100;gneE157_0;;0;0
29100;gneE158_0;32.24;12;12
29100;gneE159_0;9.09;336;336
29100;gneE159_1;2.06;84;84
29100;gneE159_2;0.26;12;12
29100;gneE159_3;;0;0
29100;gneE160_0;1.22;48;24
29100;gneE160_1;18.72;612;624
29100;gneE160_2;2.77;108;120
29100;gneE160_3;3.76;156;156
29100;gneE188_0;20.07;168;156
29100;gneE188_1;3.7;36;48
29100;gneE190_0;0.3;12;12
29100;gneE190_1;;0;0
29100;gneE199_0;11.8;156;132
29100;gneE199_1;4.05;24;48
29100;gneE202_0;7.39;168;168
29100;gneE202_1;3.23;48;60
29100;gneE203_0;3.66;132;132
29100;gneE205_0;1.59;48;48
29100;gneE208_0;0.38;12;12
29100;gneE208_1;;0;0
29100;gneE22_0;0.27;12;12
29100;gneE22_1;97.32;252;396
29100;gneE22_2;11.9;180;36
29100;gneE22_3;13.05;528;540
29100;gneE224_0;3.94;96;96
29100;gneE226_0;15.38;120;108
29100;gneE226_1;11;120;120
29100;gneE226_2;;0;0
29100;gneE227_0;2.9;132;120
29100;gneE228_0;3.88;180;168
29100;gneE23_0;0.55;24;24
29100;gneE23_1;;0;0
29100;gneE230_0;1.3;60;60
29100;gneE231_0;3.38;132;144
29100;gneE231_1;1.62;72;72
29100;gneE233_0;5.93;168;156
29100;gneE251_0;3.81;60;96
29100;gneE251_1;3.01;108;36
29100;gneE257_0;3.69;192;84
29100;gneE257_1;6.09;144;252
29100;gneE258_0;38.37;156;168
29100;gneE258_1;8.89;48;48
29100;gneE271_0;1.02;36;36
29100;gneE393_0;0.11;12;0
29100;gneE393_1;12.33;468;492
29100;gneE394_0;;0;0
29100;gneE394_1;5.11;204;192
29100;gneE396_0;;0;0
29100;gneE396_1;3.55;144;156
29100;gneE397_0;4.33;156;156
29100;gneE397_1;0.84;36;36
29100;gneE401_0;0.56;12;12
29100;gneE401_1;90.07;384;432
29100;gneE401_2;2.43;36;0
29100;gneE401_3;2.8;24;24
29400;1_0;5.67;240;216
29400;1_1;2.33;72;108
29400;10_0;9.69;216;144
29400;10_1;4.53;108;168
29400;100_0;2.78;108;120
29400;101_0;0.98;24;36
29400;102_0;1.23;48;48
29400;103[0]_0;2.63;72;144
29400;103[0]_1;3.15;168;96
29400;103[1].2_0;3.31;180;144
29400;103[1].2_1;2.23;84;108
29400;104.5_0;4.2;156;180
29400;104.5_1;2.47;132;132
29400;105_0;8.26;144;144
29400;105_1;7.95;120;120
29400;106_0;1.34;60;60
29400;107_0;3.7;132;120
29400;107_1;1.38;48;48
29400;108_0;12.02;72;72
29400;108_1;7.94;48;48
29400;109_0;2.53;96;96
29400;109_1;0.99;36;36
29400;11_0;6.3;84;96
29400;11_1;15.39;228;228
29400;110_0;3.75;144;108
29400;110_1;0.82;36;60
29400;111_0;3.52;144;132
29400;111_1;0.81;24;48
29400;112[0]_0;2.06;48;108
29400;112[0]_1;0.2;60;0
29400;112[1]_0;;0;0
29400;112[1]_1;;0;0
29400;113[0]_0;4.2;168;168
29400;113[0]_1;1.15;48;48
29400;113[0]_2;1.81;60;72
29400;113[1][0]_0;7.66;276;240
29400;113[1][0]_1;1.39;48;120
29400;113[1][0]_2;0.62;72;24
29400;114_0;5.45;180;192
29400;114_1;4.25;228;180
29400;115_0;4.24;84;84
29400;115_1;1.88;72;84
29400;116_0;27.92;936;252
29400;116_1;41.73;0;192
29400;116_2;66.43;0;108
29400;116_3;83.48;0;0
29400;116_4;116.53;0;36
29400;117_0;7.29;324;372
29400;117_1;4.32;204;192
29400;117_2;;0;0
29400;117_3;0.87;0;132
29400;117_4;8.13;420;264
29400;118_0;60.49;708;276
29400;118_1;83.57;0;420
29400;119_0;1.79;96;72
29400;119_1;0.13;0;24
29400;12_0;3.64;168;120
29400;12_1;1.26;36;84
29400;12_2;1.01;72;24
29400;12_3;4.59;24;96
29400;120.0.24_0;3.06;60;168
29400;120.0.24_1;0.64;96;12
29400;121_0;18.1;612;48
29400;121_1;44.82;0;504
29400;122[0]_0;2.18;0;240
29400;122[0]_1;3.98;0;324
29400;122[0]_2;10.38;768;180
29400;122[1]_0;8.91;240;564
29400;122[1]_1;15.75;780;696
29400;122[1]_2;10.29;588;372
29400;123_0;83.09;840;84
29400;123_1;78.78;0;156
29400;123_2;75.35;0;444
29400;125_0;;0;0
29400;125_1;;0;0
29400;126_0;1.42;48;48
29400;127_0;6.66;204;312
29400;127_1;7.29;192;300
29400;127_2;7.92;396;192
29400;128_0;2.86;132;132
29400;128_1;4.03;180;192
29400;129_0;31.14;552;192
29400;129_1;113.41;0;252
29400;13.1_0;1.39;0;168
29400;13.1_1;1.3;0;24
29400;13.1_2;1.67;0;84
29400;13.1_3;1.92;300;24
29400;130_0;1.17;48;60
29400;130_1;5.52;240;228
29400;131_0;33.8;552;168
29400;131_1;95.66;0;300
29400;132_0;45.05;648;336
29400;132_1;75.62;0;348
29400;133_0;;0;0
29400;133_1;1.37;60;60
29400;134.7_0;3.47;36;132
29400;134.7_1;1.62;60;48
29400;134.7_2;5.96;252;96
29400;135.7_0;5.57;204;324
29400;135.7_1;3.07;192;84
29400;135.7_2;0.22;12;12
29400;136_0;11.93;1284;216
29400;136_1;31.6;0;1056
29400;137.5_0;;0;0
29400;137.5_1;;0;0
29400;138_0;10.63;408;396
29400;139_0;2.35;84;120
29400;14.3_0;;0;0
29400;14.3_1;1.46;48;48
29400;140_0;7.56;288;432
29400;140_1;5.39;276;252
29400;140_2;8.43;312;408
29400;140_3;12.7;636;504
29400;141_0;75.26;804;300
29400;141_1;59.77;0;552
29400;142_0;8.86;840;192
29400;142_1;20.97;0;348
29400;142_2;13.46;0;336
29400;143.4_0;6.19;24;204
29400;143.4_1;2.75;252;48
29400;143.4_2;1.28;60;60
29400;144_0;0.42;12;24
29400;144_1;0.38;36;12
29400;144_2;6.89;300;276
29400;144.283_0;8.63;144;288
29400;144.283_1;10.29;348;336
29400;144.283_2;5.64;276;276
29400;144.312_0;3.04;120;132
29400;144.312_1;3.79;156;132
29400;144.312_2;;0;0
29400;145_0;67.84;552;432
29400;145_1;3.03;0;72
29400;145_2;0.49;0;36
29400;146_0;6.75;204;192
29400;146_1;13.23;240;252
29400;147_0;41.49;1068;468
29400;147_1;61.68;0;372
29400;147_2;93.39;0;180
29400;148_0;9.53;384;432
29400;148_1;3.51;204;180
29400;148_2;0.26;12;12
29400;149_0;37.77;492;288
29400;149_1;56.49;336;156
29400;149_2;82.93;276;300
29400;15_0;1.84;48;60
29400;15_1;0.27;24;0
29400;150_0;9.19;360;252
29400;150_1;1.69;24;156
29400;150_2;0.22;12;12
29400;151_0;42.44;252;288
29400;151_1;59.34;372;72
29400;151_2;77.25;264;324
29400;151_3;85.41;96;84
29400;152_0;9.13;264;324
29400;152_1;1.34;108;36
29400;152_2;0.02;0;24
29400;152_3;;0;0
29400;153_0;5.3;288;24
29400;153_1;12.86;312;672
29400;153_2;9.33;516;480
29400;154.7_0;6.98;276;300
29400;154.7_1;1.66;84;84
29400;154.7_2;0.03;12;0
29400;155[0].4_0;0.26;12;12
29400;155[0].4_1;37.45;696;396
29400;155[0].4_2;20.59;276;480
29400;155[0].4_3;13.74;228;468
29400;155[1]_0;;0;0
29400;155[1]_1;34.68;600;576
29400;155[1]_2;16.43;480;516
29400;155[1]_3;10.97;432;396
29400;156[0]_0;20.34;216;216
29400;156[0]_1;11.77;108;144
29400;156[0]_2;3.08;48;36
29400;156[0]_3;;0;0
29400;156[1]_0;6.8;228;276
29400;156[1]_1;2.55;132;120
29400;156[1]_2;0.82;36;12
29400;156[1]_3;0.18;24;0
29400;157_0;27.16;564;1056
29400;157_1;6;492;36
29400;157_2;7.16;396;300
29400;158_0;3.29;0;216
29400;158_1;4.42;264;108
29400;158_2;1.16;72;48
29400;16_0;4.52;60;72
29400;16_1;1.49;72;60
29400;161_0;46.47;360;360
29400;161_1;6.54;252;252
29400;163_0;15.37;132;108
29400;164_0;0.64;24;36
29400;165_0;8.52;252;180
29400;165_1;1.62;0;24
29400;166_0;0.26;12;12
29400;166_1;;0;0
29400;167_0;123.54;156;132
29400;167_1;23.95;84;120
29400;168_0;37.98;192;180
29400;168_1;34.51;144;168
29400;17_0;1.75;72;36
29400;17_1;1;60;96
29400;172_0;1.66;60;60
29400;173_0;23.63;180;192
29400;173_1;15.16;132;132
29400;175_0;1.38;60;72
29400;175_1;2.61;96;84
29400;18_0;4.5;60;96
29400;18_1;6.93;228;168
29400;181[1][1][0].32.3_0;0.25;12;12
29400;181[1][1][0].32.3_1;1.72;420;0
29400;181[1][1][0].32.3_2;14.26;144;204
29400;181[1][1][0].32.3_3;21.84;600;972
29400;181[1][1][1][0]_0;0.31;12;12
29400;181[1][1][1][0]_1;;0;0
29400;181[1][1][1][0]_2;1.11;12;12
29400;181[1][1][1][0]_3;25.6;792;792
29400;181[1][1][1][1][0]_0;0.3;12;12
29400;181[1][1][1][1][0]_1;;0;0
29400;181[1][1][1][1][0]_2;6.67;12;12
29400;181[1][1][1][1][0]_3;24.15;792;780
29400;181[1][1][1][1][1][0]_0;0.31;12;12
29400;181[1][1][1][1][1][0]_1;;0;0
29400;181[1][1][1][1][1][0]_2;2.64;12;12
29400;181[1][1][1][1][1][0]_3;0.97;24;24
29400;181[1][1][1][1][1][0].76_0;;0;0
29400;181[1][1][1][1][1][0].76_1;94.46;72;132
29400;181[1][1][1][1][1][0].76_2;67.37;180;216
29400;181[1][1][1][1][1][0].76_3;31.78;408;312
29400;182_0;30.05;612;456
29400;182_1;23.53;204;408
29400;183.8_0;7.1;168;156
29400;183.8_1;9.08;180;216
29400;184_0;1.36;0;60
29400;184_1;4.58;276;180
29400;185_0;1.43;36;36
29400;186_0;0.81;48;36
29400;186_1;1.78;60;60
29400;187_0;1.35;60;60
29400;19_0;;0;0
29400;19_1;;0;0
29400;2_0;2.23;228;84
29400;2_1;6.61;96;228
29400;20_0;6.5;60;228
29400;20_1;4.74;336;144
29400;21_0;;0;0
29400;21_1;;0;0
29400;22_0;67.97;276;348
29400;22_1;10.45;240;216
29400;24_0;;0;0
29400;24_1;;0;0
29400;25[0]_0;1.73;60;60
29400;25[0]_1;0.55;24;24
29400;25[1]_0;1.87;60;36
29400;25[1]_1;3.47;84;144
29400;26_0;68.88;168;60
29400;26_1;102.45;372;240
29400;27_0;2.87;36;96
29400;27_1;1.3;108;72
29400;28_0;63.78;144;192
29400;28_1;71.28;444;216
29400;29_0;8.15;252;168
29400;29_1;2.79;48;84
29400;30_0;61.71;396;384
29400;30_1;21.21;288;288
29400;31_0;4.54;156;144
29400;31_1;4.61;156;192
29400;32_0;57.38;276;312
29400;32_1;56.14;648;480
29400;33_0;7.45;336;144
29400;33_1;3.87;36;180
29400;34_0;54.73;576;396
29400;34_1;50.89;420;432
29400;35_0;25.52;132;348
29400;35_1;71.35;228;408
29400;35_2;21.92;72;0
29400;35_3;12.79;396;324
29400;35_4;6.75;564;120
29400;37[0]_0;4.2;132;192
29400;37[0]_1;5.84;276;252
29400;38.9_0;33.04;672;396
29400;38.9_1;29.17;384;432
29400;39.68_0;7.26;348;336
29400;39.68_1;2.21;96;96
29400;3[0]_0;12.7;252;612
29400;3[0]_1;10.23;444;456
29400;3[0]_2;3.31;480;108
29400;3[1]_0;8.73;336;324
29400;3[1]_1;8.18;444;348
29400;3[1]_2;4.85;108;240
29400;4_0;6.38;120;60
29400;4_1;4.47;108;132
29400;4_2;18.48;240;264
29400;40_0;28.17;24;252
29400;40_1;48.46;516;276
29400;40_2;37.81;588;372
29400;40_3;39.66;360;432
29400;41.3_0;49.11;456;336
29400;41.3_1;49.16;372;420
29400;41.3_2;20.49;828;828
29400;41.3_3;8.72;408;372
29400;42.0_0;89.26;300;252
29400;42.0_1;84.53;384;324
29400;42.0_2;75.87;276;324
29400;42.0_3;75.83;408;408
29400;43[0].45_0;14.4;444;336
29400;43[0].45_1;11.63;408;396
29400;44_0;7.94;204;204
29400;44_1;1.32;0;60
29400;44_2;3.91;180;120
29400;45[0].5_0;16.36;672;648
29400;45[0].5_1;11.02;492;516
29400;45[1]_0;13.68;660;588
29400;45[1]_1;12.3;528;552
29400;46_0;18.23;600;744
29400;46_1;3.17;240;132
29400;47_0;16.44;552;384
29400;47_1;3.11;0;156
29400;48_0;22.85;348;372
29400;48_1;10.98;456;408
29400;48_2;;0;0
29400;49[0]_0;1.03;36;60
29400;49[0]_1;3.87;168;156
29400;49[0]_2;2.95;132;132
29400;49[1]_0;1.49;96;48
29400;49[1]_1;3.89;168;168
29400;49[1]_2;3.28;120;180
29400;5_0;36.87;180;288
29400;5_1;59.72;264;84
29400;50[0].15_0;4.67;48;276
29400;50[0].15_1;1.41;240;0
29400;50[1]_0;7.24;240;252
29400;50[1]_1;;0;0
29400;51_0;6.36;240;240
29400;51_1;0.32;0;12
29400;52_0;34.17;36;240
29400;52_1;5.52;312;204
29400;52_2;1.51;84;24
29400;53.4_0;13.21;504;540
29400;53.4_1;16.08;780;660
29400;53.4_2;6.51;264;300
29400;54[0]_0;13.28;612;540
29400;54[0]_1;2.97;132;192
29400;54[1]_0;14.54;528;288
29400;54[1]_1;10.62;192;408
29400;55[0]_0;3.77;168;168
29400;55[0]_1;9.45;420;420
29400;55[0]_2;1.98;96;96
29400;55[1]_0;0.25;144;0
29400;55[1]_1;13.4;504;612
29400;55[1]_2;2.61;108;132
29400;56.0.16_0;1.9;36;108
29400;56.0.16_1;0.8;72;12
29400;57_0;1.51;24;60
29400;57_1;5;132;144
29400;58_0;5.69;276;180
29400;58_1;2.28;36;132
29400;59_0;0.3;60;24
29400;59_1;1.36;84;24
29400;59_2;1.76;0;108
29400;6_0;7.54;264;168
29400;6_1;7.28;192;264
29400;6_2;5.33;84;228
29400;6_3;3.1;48;144
29400;6_4;2.01;228;60
29400;60_0;18.2;180;180
29400;61_0;1.16;24;84
29400;61_1;0.95;60;0
29400;62_0;1.77;84;72
29400;63_0;0.36;12;36
29400;64_0;0.94;24;24
29400;66.10_0;2.11;96;96
29400;66.10_1;1.08;48;48
29400;67.1_0;7.45;288;168
29400;67.1_1;1.98;24;108
29400;68_0;0.41;36;0
29400;68_1;0.4;0;36
29400;69_0;;0;0
29400;69_1;0.99;36;36
29400;7.0.20_0;6.75;120;300
29400;7.0.20_1;8.76;0;216
29400;7.0.20_2;16.58;72;0
29400;7.0.20_3;45.64;396;0
29400;7.0.20_4;40.49;144;0
29400;70_0;1.77;72;84
29400;71_0;2.01;72;36
29400;72_0;2.85;144;132
29400;73_0;1.9;0;132
29400;73_1;1.3;144;12
29400;74_0;;0;0
29400;74_1;;0;0
29400;75_0;3.9;144;204
29400;75_1;2.67;144;84
29400;75_2;;0;0
29400;76_0;5.15;168;192
29400;76_1;1.98;168;120
29400;77_0;3.88;120;120
29400;77_1;0.56;24;24
29400;78_0;0.28;12;12
29400;78_1;13.09;456;456
29400;79_0;3.43;108;156
29400;79_1;1.59;120;60
29400;8.0.2.13_0;1.98;204;24
29400;8.0.2.13_1;5.69;228;156
29400;8.0.2.13_2;10.04;228;504
29400;8.0.2.13_3;8.93;288;396
29400;80_0;4.04;216;96
29400;80_1;9.87;204;324
29400;81_0;1.26;12;72
29400;81_1;2.56;156;96
29400;81_2;1.39;60;48
29400;82_0;3.78;72;108
29400;82_1;2.83;108;60
29400;82_2;2.64;48;72
29400;83_0;0.25;12;12
29400;83_1;6.81;324;216
29400;83_2;3.38;84;204
29400;84_0;0.74;360;12
29400;84_1;7.73;24;336
29400;84_2;0.73;24;72
29400;85_0;8.14;216;252
29400;85_1;5.75;96;216
29400;85_2;4.81;228;108
29400;86[0]_0;5.49;204;252
29400;86[0]_1;2.97;192;120
29400;86[0]_2;4.72;180;204
29400;86[1][1]_0;8.25;240;180
29400;86[1][1]_1;5.64;120;144
29400;86[1][1]_2;13.95;204;192
29400;87_0;10.31;276;264
29400;87_1;4.16;168;192
29400;88_0;1.98;36;36
29400;88_1;;0;0
29400;9_0;6.2;24;0
29400;9_1;28.68;180;120
29400;9_2;55.02;504;396
29400;9_3;74.3;372;312
29400;90_0;4.61;132;180
29400;90_1;1.79;60;84
29400;91_0;7.77;192;156
29400;91_1;5.67;216;144
29400;92_0;2.7;156;96
29400;92_1;3.8;168;168
29400;93_0;0.11;60;0
29400;93_1;4.22;144;192
29400;93_2;4.94;192;216
29400;94_0;4.88;96;96
29400;94_1;4.6;96;72
29400;94_2;9.98;72;108
29400;95_0;2.13;96;72
29400;95_1;0.02;0;12
29400;96_0;1.86;72;36
29400;96_1;0.55;12;36
29400;97_0;3.54;192;132
29400;97_1;0.47;0;36
29400;98_0;10.73;228;168
29400;98_1;2.78;36;108
29400;99_0;0.67;24;24
29400;E0_0;27.32;1140;192
29400;E0_1;64.16;0;276
29400;E0_2;61.59;0;480
29400;E0.221_0;10.34;264;240
29400;E0.221_1;7.44;228;276
29400;E1_0;6.84;300;264
29400;E1_1;1.02;24;72
29400;E10_0;2.84;132;132
29400;E10_1;;0;0
29400;E11_0;20.53;72;72
29400;E11_1;;0;0
29400;E12_0;5.34;24;24
29400;E12_1;2.69;12;12
29400;E13_0;4.5;144;156
29400;E13_1;1.34;48;48
29400;E15_0;;0;0
29400;E18_0;7.83;312;312
29400;E18_1;2.2;96;84
29400;E19_0;18.14;516;516
29400;E19_1;20.9;636;600
29400;E19_2;9.7;312;348
29400;E2_0;19.23;1044;732
29400;E2_1;3.72;0;264
29400;E2.444_0;17.68;720;744
29400;E2.444_1;9.13;444;468
29400;E20_0;1.66;36;36
29400;E21_0;1.59;24;24
29400;E3_0;26.41;2028;1104
29400;E3_1;21.88;0;864
29400;E4.10_0;3.95;156;156
29400;E4.24_0;13.68;168;180
29400;E5_0;8.39;252;228
29400;E5_1;0.17;0;24
29400;E6_0;40.8;168;168
29400;E6_1;65.41;276;276
29400;E6_2;54.13;216;216
29400;E7.29_0;0.42;12;24
29400;E7.9_0;0.29;12;12
29400;E8_0;0.58;24;24
29400;E8_1;1.05;48;48
29400;E8.39_0;1.4;72;60
29400;gneE10_0;154.64;84;84
29400;gneE10_1;124.49;156;180
29400;gneE10_2;80.63;444;420
29400;gneE126_0;47.47;360;252
29400;gneE126_1;68.95;408;528
29400;gneE138_0;;0;0
29400;gneE138_1;7.91;324;348
29400;gneE138_2;2.7;120;96
29400;gneE140_0;37.32;324;312
29400;gneE140_1;35.88;348;384
29400;gneE141_0;17.67;840;744
29400;gneE141_1;9.13;372;444
29400;gneE142_0;73.74;336;288
29400;gneE142_1;65.86;408;408
29400;gneE143_0;42.6;336;312
29400;gneE143_1;30.98;336;348
29400;gneE144_0;1.03;36;48
29400;gneE147_0;10.27;36;36
29400;gneE148_0;4.5;168;180
29400;gneE148_1;1.72;84;72
29400;gneE148_2;;0;0
29400;gneE150_0;75.1;264;276
29400;gneE150_1;65.3;348;324
29400;gneE151_0;22.89;252;276
29400;gneE151_1;19.22;348;336
29400;gneE153_0;6.75;60;60
29400;gneE153_1;19.24;696;648
29400;gneE153_2;11.46;432;468
29400;gneE154_0;31.33;648;648
29400;gneE154_1;18.14;480;480
29400;gneE155_0;1.4;60;60
29400;gneE156_0;1.32;48;48
29400;gneE157_0;0.71;12;12
29400;gneE158_0;155.4;48;48
