step,step_time,reward,total_stopped,total_exponential_reward,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,tl_10_stopped,tl_10_accumulated_waiting_time,tl_10_average_speed,tl_11_stopped,tl_11_accumulated_waiting_time,tl_11_average_speed,tl_12_stopped,tl_12_accumulated_waiting_time,tl_12_average_speed,tl_13_stopped,tl_13_accumulated_waiting_time,tl_13_average_speed,tl_14_stopped,tl_14_accumulated_waiting_time,tl_14_average_speed,tl_15_stopped,tl_15_accumulated_waiting_time,tl_15_average_speed,tl_16_stopped,tl_16_accumulated_waiting_time,tl_16_average_speed,tl_17_stopped,tl_17_accumulated_waiting_time,tl_17_average_speed,tl_18_stopped,tl_18_accumulated_waiting_time,tl_18_average_speed,tl_19_stopped,tl_19_accumulated_waiting_time,tl_19_average_speed,tl_2_stopped,tl_2_accumulated_waiting_time,tl_2_average_speed,tl_20_stopped,tl_20_accumulated_waiting_time,tl_20_average_speed,tl_21_stopped,tl_21_accumulated_waiting_time,tl_21_average_speed,tl_22_stopped,tl_22_accumulated_waiting_time,tl_22_average_speed,tl_23_stopped,tl_23_accumulated_waiting_time,tl_23_average_speed,tl_24_stopped,tl_24_accumulated_waiting_time,tl_24_average_speed,tl_25_stopped,tl_25_accumulated_waiting_time,tl_25_average_speed,tl_26_stopped,tl_26_accumulated_waiting_time,tl_26_average_speed,tl_27_stopped,tl_27_accumulated_waiting_time,tl_27_average_speed,tl_28_stopped,tl_28_accumulated_waiting_time,tl_28_average_speed,tl_29_stopped,tl_29_accumulated_waiting_time,tl_29_average_speed,tl_3_stopped,tl_3_accumulated_waiting_time,tl_3_average_speed,tl_30_stopped,tl_30_accumulated_waiting_time,tl_30_average_speed,tl_31_stopped,tl_31_accumulated_waiting_time,tl_31_average_speed,tl_4_stopped,tl_4_accumulated_waiting_time,tl_4_average_speed,tl_5_stopped,tl_5_accumulated_waiting_time,tl_5_average_speed,tl_6_stopped,tl_6_accumulated_waiting_time,tl_6_average_speed,tl_7_stopped,tl_7_accumulated_waiting_time,tl_7_average_speed,tl_8_stopped,tl_8_accumulated_waiting_time,tl_8_average_speed,tl_9_stopped,tl_9_accumulated_waiting_time,tl_9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
28805.0,28805.0,-1.2690117017652525,9,-5.723482676418355,11,0.0,0.0,3.641153846153846,2,0.0,0.25627013133213195,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.45544732192299536,0,0.0,1.0,0,0.0,0.2367753205320973,1,0.0,0.5244572161509305,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.3596925825756084,0,0.0,1.0,0,0.0,1.0,0,0.0,0.29991431019708653,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,9,0.0
28810.0,28810.0,-1.2732254749012675,5,-3.2279391126492474,9,2.0,0.03571428571428571,8.707145373312866,2,1.0,0.6198135325986337,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.5949014567266495,0,0.0,1.0,0,0.0,0.8812684951445378,0,0.0,0.8614849932652293,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.69125384047728,0,0.0,0.29838764767154163,0,0.0,1.0,1,0.0,0.5694772496956548,0,0.0,1.0,0,0.0,0.7785515755246009,0,0.0,1.0,0,0.0,0.7570038444623132,0,0.0,1.0,0,0.0,1.0,5,1.0
28815.0,28815.0,-0.6453186892087247,4,-2.620600080905462,5,0.0,0.0,10.332311408304978,1,1.0,0.7645764692920258,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.23493344123015406,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8004057633253416,0,0.0,1.0,1,0.0,0.7330056915866027,0,0.0,0.8195067762147399,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.4609404855828075,0,0.0,1.0,1,0.0,0.7665129216344557,0,0.0,0.724935732647815,0,0.0,1.0,0,0.0,0.8688886374527444,0,0.0,1.0,0,0.0,0.9989327854113468,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,4,1.0
28820.0,28820.0,-1.2816530211732973,5,-3.2856413711729786,7,4.0,0.038461538461538464,10.610768110596089,2,1.0,0.7736693287311042,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8776014015874419,0,0.0,1.0,2,5.0,0.5115308064320226,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7255196988612329,0,0.0,1.0,0,0.0,0.8969384266780314,0,0.0,0.72558416305175,0,0.0,1.0,0,0.0,0.8900812326183831,0,0.0,1.0,0,0.0,0.9872683718519797,0,0.0,1.0,1,0.0,0.779948586118252,0,0.0,1.0,0,0.0,1.0,5,6.0
28825.0,28825.0,-1.2879736808773197,5,-3.315470947392956,10,7.0,0.051470588235294115,10.001232007997533,2,3.0,0.7734853011946295,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.5205183585313176,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8922298771077417,0,0.0,1.0,1,0.0,0.5909229287305257,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.6348650571072975,0,1.0,1.0,0,0.0,0.6897866242899788,0,0.0,0.9466810952252692,0,0.0,1.0,1,0.0,0.749883478099509,0,0.0,1.0,0,0.0,0.6103346771312276,0,0.0,1.0,0,0.0,0.9498051360552227,0,0.0,1.0,0,0.0,1.0,5,6.0
28830.0,28830.0,-3.8243266514914582,12,-7.737231336054887,16,47.0,0.29375,9.780816721623381,6,18.0,0.6745727033991825,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9415465473059075,0,0.0,1.0,0,0.0,1.0,1,0.0,0.8180989593728505,0,0.0,1.0,0,0.0,0.6130086269001981,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.553009635295792,1,2.0,0.7567945388832108,0,1.0,0.9372809925440897,1,1.0,0.6422256428945828,0,0.0,0.9353713535084708,0,0.0,1.0,3,8.0,0.6064118775366639,0,0.0,1.0,0,0.0,0.716854582249205,0,0.0,1.0,0,0.0,0.9035551942994222,0,0.0,1.0,0,0.0,1.0,12,30.0
28835.0,28835.0,-3.1969766767710377,19,-12.195670452177085,20,59.0,0.31382978723404253,9.282624219806312,5,39.0,0.6997104082164691,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,5.0,0.8795497986318074,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,8.0,0.4020373460280571,0,0.0,1.0,4,7.0,0.4453724307815143,0,0.0,0.5769626319901919,0,0.0,1.0,0,0.0,0.913035716235035,0,0.0,1.0,1,1.0,0.0,2,5.0,0.38337630192622224,0,1.0,0.939067733400947,2,5.0,0.6313077966265023,0,0.0,0.7558678429551816,0,0.0,1.0,0,0.0,0.6894027525599313,0,0.0,1.0,1,1.0,0.39674564296927156,0,0.0,1.0,1,0.0,0.8883997153140939,0,0.0,1.0,0,0.0,1.0,19,72.0
28840.0,28840.0,-3.20329733647506,18,-11.626441238231616,19,117.0,0.5318181818181819,9.248643723400196,5,60.0,0.6717240318588104,0,0.0,1.0,0,0.0,0.6574550128534704,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.743452732384176,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,18.0,0.3557934590407724,0,0.0,1.0,3,22.0,0.29639252381296294,1,0.0,0.5202782454293938,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,6.0,0.0,3,15.0,0.24885239141275792,0,1.0,0.9683436706808388,2,11.0,0.5819891947397051,0,0.0,0.9446259718326285,0,0.0,1.0,0,1.0,0.7487963666309853,0,0.0,1.0,1,0.0,0.43010214767010535,0,0.0,1.0,0,0.0,0.9934115975771363,0,0.0,1.0,0,0.0,1.0,18,136.0
