step,step_time,reward,total_stopped,total_exponential_reward,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,tl_10_stopped,tl_10_accumulated_waiting_time,tl_10_average_speed,tl_11_stopped,tl_11_accumulated_waiting_time,tl_11_average_speed,tl_12_stopped,tl_12_accumulated_waiting_time,tl_12_average_speed,tl_13_stopped,tl_13_accumulated_waiting_time,tl_13_average_speed,tl_14_stopped,tl_14_accumulated_waiting_time,tl_14_average_speed,tl_15_stopped,tl_15_accumulated_waiting_time,tl_15_average_speed,tl_16_stopped,tl_16_accumulated_waiting_time,tl_16_average_speed,tl_17_stopped,tl_17_accumulated_waiting_time,tl_17_average_speed,tl_18_stopped,tl_18_accumulated_waiting_time,tl_18_average_speed,tl_19_stopped,tl_19_accumulated_waiting_time,tl_19_average_speed,tl_2_stopped,tl_2_accumulated_waiting_time,tl_2_average_speed,tl_20_stopped,tl_20_accumulated_waiting_time,tl_20_average_speed,tl_21_stopped,tl_21_accumulated_waiting_time,tl_21_average_speed,tl_22_stopped,tl_22_accumulated_waiting_time,tl_22_average_speed,tl_23_stopped,tl_23_accumulated_waiting_time,tl_23_average_speed,tl_24_stopped,tl_24_accumulated_waiting_time,tl_24_average_speed,tl_25_stopped,tl_25_accumulated_waiting_time,tl_25_average_speed,tl_26_stopped,tl_26_accumulated_waiting_time,tl_26_average_speed,tl_27_stopped,tl_27_accumulated_waiting_time,tl_27_average_speed,tl_28_stopped,tl_28_accumulated_waiting_time,tl_28_average_speed,tl_29_stopped,tl_29_accumulated_waiting_time,tl_29_average_speed,tl_3_stopped,tl_3_accumulated_waiting_time,tl_3_average_speed,tl_30_stopped,tl_30_accumulated_waiting_time,tl_30_average_speed,tl_31_stopped,tl_31_accumulated_waiting_time,tl_31_average_speed,tl_4_stopped,tl_4_accumulated_waiting_time,tl_4_average_speed,tl_5_stopped,tl_5_accumulated_waiting_time,tl_5_average_speed,tl_6_stopped,tl_6_accumulated_waiting_time,tl_6_average_speed,tl_7_stopped,tl_7_accumulated_waiting_time,tl_7_average_speed,tl_8_stopped,tl_8_accumulated_waiting_time,tl_8_average_speed,tl_9_stopped,tl_9_accumulated_waiting_time,tl_9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
28805.0,28805.0,-1.2690117017652525,9,-5.723482676418355,11,0.0,0.0,3.641153846153846,2,0.0,0.2589681279401787,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.44104299501460614,0,0.0,1.0,0,0.0,0.2249357326478149,1,0.0,0.4864972917244197,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.31098567135590044,0,0.0,1.0,0,0.0,1.0,0,0.0,0.30798618057466753,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,9,0.0
28810.0,28810.0,-1.2732254749012675,4,-2.5946226646029165,8,2.0,0.03636363636363636,9.088399130043058,2,1.0,0.6511746089716305,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.6499571550985432,0,0.0,1.0,0,0.0,0.864675317656586,0,0.0,0.8668667338574338,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7649412109293239,0,0.0,0.23145186461266384,0,0.0,1.0,1,0.0,0.549379481713885,0,0.0,1.0,0,0.0,0.7781203765565456,0,0.0,1.0,0,0.0,0.8009576762432747,0,0.0,1.0,0,0.0,1.0,4,1.0
28815.0,28815.0,-0.6453186892087247,6,-3.8924989721090273,7,7.0,0.0875,9.830931140244578,1,1.0,0.77898017828374,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.3354984816897228,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.821889082952247,0,0.0,1.0,1,0.0,0.6863405098543272,2,7.0,0.14396534630178673,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9456843892551209,1,0.0,0.34055900944379264,0,0.0,1.0,1,0.0,0.7108611567871557,0,0.0,0.724935732647815,0,0.0,1.0,0,0.0,0.8643980241403074,0,0.0,1.0,0,0.0,0.9988851688384016,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,6,8.0
28820.0,28820.0,-1.2822098321454196,8,-5.181292930908233,10,24.0,0.22857142857142856,9.947990444750518,2,2.0,0.737464648376532,0,0.0,1.0,0,0.0,0.9798030978542823,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9016441425156095,0,0.0,1.0,2,6.0,0.376881817678965,2,17.0,0.04098261012155291,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7549271636675235,0,0.0,1.0,1,1.0,0.7978793810718793,0,0.0,0.7666381033990288,0,0.0,1.0,0,0.0,0.8820991728496237,0,0.0,1.0,0,0.0,0.6860366031588204,0,0.0,1.0,1,0.0,0.779948586118252,0,0.0,1.0,0,0.0,1.0,8,26.0
28825.0,28825.0,-1.2844690669676495,13,-9.033262079269658,15,52.0,0.3795620437956204,9.584901654141126,2,2.0,0.7206841400949151,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8863966356658601,0,0.0,1.0,3,16.0,0.319760411580139,2,27.0,0.016566686872150016,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.6659912927049508,0,1.0,1.0,2,5.0,0.6887295813865486,0,0.0,1.0,0,0.0,1.0,2,1.0,0.7267207737502845,0,0.0,1.0,1,4.0,0.2745081456020992,0,0.0,1.0,0,0.0,0.9498708801896717,0,0.0,1.0,0,0.0,1.0,13,56.0
28830.0,28830.0,-0.6408192258014617,9,-5.856352311504829,11,69.0,0.42857142857142855,9.934483706358389,1,3.0,0.8040229360792351,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.924548686867934,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.7123716502310555,0,0.0,1.0,3,27.0,0.17161494228512178,2,37.0,0.00841579030324768,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4914371680780718,1,2.0,0.7037662231995394,0,1.0,0.8740100791936646,1,5.0,0.7415238012883574,0,0.0,0.8573966959024695,0,0.0,1.0,0,0.0,0.7142157364996593,0,0.0,1.0,0,0.0,0.4034489347871636,0,0.0,1.0,0,1.0,0.9173971692820347,0,0.0,1.0,0,0.0,1.0,9,78.0
28835.0,28835.0,-1.2892038667338135,11,-7.1636037980637886,13,61.0,0.32105263157894737,10.035734625539318,2,7.0,0.7942950103774282,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,1.0,0,0.0,1.0,0,2.0,0.5205183585313174,0,0.0,1.0,0,0.0,1.0,2,7.0,0.45993566559934995,0,0.0,1.0,2,4.0,0.22752624227282525,2,47.0,0.06194507271764219,0,0.0,0.9658427498609111,0,0.0,1.0,0,0.0,1.0,1,1.0,0.5,0,1.0,0.9582733834515348,0,1.0,1.0,0,1.0,0.8623181082678644,0,0.0,0.7505551565385159,0,0.0,1.0,1,0.0,0.7307708789701496,0,0.0,1.0,0,0.0,0.729770813587821,0,0.0,1.0,1,1.0,0.9166666666666666,0,0.0,1.0,0,0.0,1.0,11,74.0
28840.0,28840.0,-1.2955245264378359,12,-7.812532026557089,14,100.0,0.45662100456621,10.159307585624056,2,11.0,0.7506791134689523,0,0.0,1.0,0,0.0,0.6685366262656187,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.928527920831653,0,0.0,1.0,0,0.0,0.9609347528001515,0,0.0,1.0,0,0.0,1.0,3,19.0,0.3999189848349836,0,0.0,1.0,0,5.0,0.340103028417644,4,66.0,0.14464932398142266,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.46190087343281333,0,1.0,0.9822517569380621,1,2.0,0.835246490960688,0,0.0,0.8515653078187327,0,0.0,1.0,0,2.0,0.8879311142647525,0,0.0,1.0,1,0.0,0.7574740924478919,0,0.0,1.0,0,1.0,1.0,0,0.0,1.0,0,0.0,1.0,12,111.0
28845.0,28845.0,-1.2767532834722077,15,-9.698050779092688,15,104.0,0.41935483870967744,10.242522206194733,2,2.0,0.8101907570653221,0,0.0,1.0,0,0.0,0.9306378061994824,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.9107032381111494,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,10.0,0.3293065267674407,0,0.0,1.0,0,7.0,0.4898046926104057,6,89.0,0.10604335837598353,0,0.0,1.0,0,0.0,1.0,1,3.0,0.0,0,0.0,0.1682539780399927,2,8.0,0.4701215853143352,0,1.0,0.8660461144700915,1,0.0,0.7694544055505246,1,4.0,0.7321606008964718,0,0.0,1.0,1,2.0,0.8075193844257544,0,0.0,1.0,0,0.0,0.8398830288725485,0,0.0,1.0,0,0.0,0.9922879177377891,0,0.0,1.0,0,0.0,1.0,15,128.0
28850.0,28850.0,-1.2703328575587303,19,-12.252726107634333,22,158.0,0.5808823529411765,10.347201469130304,2,4.0,0.8208210369035325,0,0.0,1.0,0,0.0,0.8461015190631208,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,4.0,0.8818543810809314,0,0.0,1.0,0,0.0,0.99901357975517,0,0.0,1.0,0,0.0,1.0,1,11.0,0.6056610908181017,0,0.0,1.0,1,7.0,0.3407211538824022,6,115.0,0.09388746677577386,0,0.0,1.0,0,0.0,1.0,1,8.0,0.0,1,5.0,0.0,1,12.0,0.45068418633045876,2,9.0,0.73646881434159,1,0.0,0.7102940636883532,0,0.0,0.8475202872727654,0,0.0,1.0,1,2.0,0.8210802830410978,0,0.0,1.0,1,4.0,0.7170676029231179,0,0.0,1.0,0,4.0,0.9977073270717229,0,0.0,1.0,0,0.0,1.0,19,185.0
