step,step_time,reward,total_stopped,total_exponential_reward,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,tl_1_stopped,tl_1_accumulated_waiting_time,tl_1_average_speed,tl_10_stopped,tl_10_accumulated_waiting_time,tl_10_average_speed,tl_11_stopped,tl_11_accumulated_waiting_time,tl_11_average_speed,tl_12_stopped,tl_12_accumulated_waiting_time,tl_12_average_speed,tl_13_stopped,tl_13_accumulated_waiting_time,tl_13_average_speed,tl_14_stopped,tl_14_accumulated_waiting_time,tl_14_average_speed,tl_15_stopped,tl_15_accumulated_waiting_time,tl_15_average_speed,tl_16_stopped,tl_16_accumulated_waiting_time,tl_16_average_speed,tl_17_stopped,tl_17_accumulated_waiting_time,tl_17_average_speed,tl_18_stopped,tl_18_accumulated_waiting_time,tl_18_average_speed,tl_19_stopped,tl_19_accumulated_waiting_time,tl_19_average_speed,tl_2_stopped,tl_2_accumulated_waiting_time,tl_2_average_speed,tl_20_stopped,tl_20_accumulated_waiting_time,tl_20_average_speed,tl_21_stopped,tl_21_accumulated_waiting_time,tl_21_average_speed,tl_22_stopped,tl_22_accumulated_waiting_time,tl_22_average_speed,tl_23_stopped,tl_23_accumulated_waiting_time,tl_23_average_speed,tl_24_stopped,tl_24_accumulated_waiting_time,tl_24_average_speed,tl_25_stopped,tl_25_accumulated_waiting_time,tl_25_average_speed,tl_26_stopped,tl_26_accumulated_waiting_time,tl_26_average_speed,tl_27_stopped,tl_27_accumulated_waiting_time,tl_27_average_speed,tl_28_stopped,tl_28_accumulated_waiting_time,tl_28_average_speed,tl_29_stopped,tl_29_accumulated_waiting_time,tl_29_average_speed,tl_3_stopped,tl_3_accumulated_waiting_time,tl_3_average_speed,tl_30_stopped,tl_30_accumulated_waiting_time,tl_30_average_speed,tl_31_stopped,tl_31_accumulated_waiting_time,tl_31_average_speed,tl_4_stopped,tl_4_accumulated_waiting_time,tl_4_average_speed,tl_5_stopped,tl_5_accumulated_waiting_time,tl_5_average_speed,tl_6_stopped,tl_6_accumulated_waiting_time,tl_6_average_speed,tl_7_stopped,tl_7_accumulated_waiting_time,tl_7_average_speed,tl_8_stopped,tl_8_accumulated_waiting_time,tl_8_average_speed,tl_9_stopped,tl_9_accumulated_waiting_time,tl_9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
28805.0,28805.0,-1.2690117017652525,9,-5.723482676418355,11,0.0,0.0,3.641153846153846,2,0.0,0.2652124013739365,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.3630645284354856,0,0.0,1.0,0,0.0,0.24456515687500308,1,0.0,0.5145259961935339,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.3154227512186028,0,0.0,1.0,0,0.0,1.0,0,0.0,0.29991431019708653,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,1.0,0,0.0,1.0,9,0.0
28810.0,28810.0,-1.2732254749012675,4,-2.5946226646029165,8,2.0,0.03636363636363636,8.7324379478029,2,1.0,0.6246674485976169,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.6499571550985432,0,0.0,1.0,0,0.0,0.8866038274778635,0,0.0,0.8217155251405186,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.761502220459578,0,0.0,0.23973494198445894,0,0.0,1.0,1,0.0,0.5495294539435613,0,0.0,1.0,0,0.0,0.803210147890226,0,0.0,1.0,0,0.0,0.7375008321591613,0,0.0,1.0,0,0.0,1.0,4,1.0
28815.0,28815.0,-0.6453186892087247,4,-2.620600080905462,7,1.0,0.012345679012345678,10.019991451248934,1,1.0,0.7753319787775219,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.25268212379684735,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8274821525575039,0,0.0,1.0,1,0.0,0.7399314481576692,0,0.0,0.7999456367908451,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.979292896031509,1,0.0,0.5192670735316103,0,0.0,1.0,1,0.0,0.7309621692830195,0,0.0,0.7509641646421541,0,0.0,1.0,0,0.0,0.7091539110455963,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,4,1.0
28820.0,28820.0,-1.2816530211732973,4,-2.647533905900022,5,0.0,0.0,10.78023907176771,2,1.0,0.7864983047803799,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8845379887186741,0,0.0,1.0,1,1.0,0.6692896466548793,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7427409564028336,0,0.0,0.8911410105989883,0,0.0,0.8574058241577903,0,0.0,0.7671257315701382,0,0.0,1.0,0,0.0,0.8640492220396628,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.7903957601840043,0,0.0,1.0,0,0.0,1.0,4,2.0
28825.0,28825.0,-0.6492803478810623,5,-3.3030443379169556,10,9.0,0.0661764705882353,9.772353613802247,1,1.0,0.7735122238322135,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9648230989220119,0,0.0,1.0,0,0.0,1.0,1,3.0,0.7210172063865438,0,0.0,1.0,0,0.0,0.7261741318887694,0,0.0,1.0,0,0.0,0.888315677221825,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,0.0,0.42507296388431515,0,0.0,1.0,0,0.0,0.7887050237387648,0,0.0,1.0,0,0.0,1.0,1,0.0,0.8039364735445232,0,0.0,1.0,1,1.0,0.34330418055714146,0,0.0,1.0,0,0.0,0.9640056236913062,0,0.0,1.0,0,0.0,1.0,5,5.0
28830.0,28830.0,-1.2848377453435762,10,-6.468623418897195,11,28.0,0.17391304347826086,9.802038385003515,2,2.0,0.8219266396417679,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9794249262115597,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,8.0,0.5134502265756153,0,0.0,1.0,0,0.0,0.7638847402641744,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.49960685405225647,2,10.0,0.3415981906476661,0,0.0,1.0,2,2.0,0.7277009439233677,1,3.0,0.49312911951965094,0,0.0,1.0,0,1.0,0.7286603141108924,0,0.0,1.0,1,6.0,0.3330197541025355,0,0.0,1.0,0,0.0,0.9184121195163002,0,0.0,1.0,0,0.0,1.0,10,32.0
28835.0,28835.0,-0.6406988684809801,6,-3.9514759299048174,9,13.0,0.06878306878306878,10.492805898086488,1,3.0,0.8594573717412064,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9783330493527865,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6437668625071216,0,0.0,1.0,2,2.0,0.5736563424230602,0,0.0,0.5623393316195373,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,2.0,0.46009573584678737,0,0.0,1.0,0,2.0,0.8732629186908889,0,0.0,0.6361584938099591,0,0.0,1.0,1,0.0,0.762954764126482,0,0.0,1.0,1,11.0,0.3320482393682803,0,0.0,1.0,1,0.0,0.9137655353934607,0,0.0,1.0,0,0.0,1.0,6,20.0
28840.0,28840.0,-0.6405785111604987,9,-5.887871021086162,12,20.0,0.09174311926605505,10.713999127453407,1,4.0,0.8542902061957293,0,0.0,1.0,0,0.0,0.6798337004835614,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9563094404714032,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,2.0,0.78796948743096,0,0.0,1.0,2,12.0,0.3855223198089236,1,0.0,0.4927392183686076,0,2.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6011263098922596,0,2.0,0.9548498749692076,1,2.0,0.8403079633133999,0,0.0,0.9360450844286733,0,0.0,1.0,2,5.0,0.7450127776476745,0,0.0,1.0,0,7.0,0.6160274206201356,0,0.0,1.0,0,0.0,0.9969837033049883,0,0.0,1.0,0,0.0,1.0,9,37.0
28845.0,28845.0,-2.555888558401122,19,-12.258388819007614,24,76.0,0.3089430894308943,9.757404170911494,4,10.0,0.8001947546534798,0,0.0,1.0,0,0.0,0.9595036222863684,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,10.0,0.42073413557906164,0,0.0,1.0,2,23.0,0.2519496883609773,2,4.0,0.34276035236092106,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,8.0,0.4086988067442361,0,2.0,0.9610679702024235,1,1.0,0.6899475859141261,0,0.0,0.9827723254378491,0,0.0,1.0,5,16.0,0.5132221009086687,0,0.0,1.0,0,7.0,0.730182245782309,0,0.0,1.0,0,0.0,0.971188275477278,0,0.0,1.0,0,0.0,1.0,19,81.0
28850.0,28850.0,-2.5579954449691296,16,-10.364323401974277,21,121.0,0.44649446494464945,9.61605353755836,4,22.0,0.7435800672969699,0,0.0,1.0,0,0.0,0.8671958949873585,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,6.0,0.9388650392145284,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,20.0,0.3466256783018207,0,0.0,0.190216277334093,3,39.0,0.16843074789078874,1,1.0,0.3088637963412961,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,23.0,0.39422471712407026,0,2.0,0.9938817047660983,2,5.0,0.6531306227382264,0,0.0,0.9801110349800115,0,0.0,1.0,1,6.0,0.5532104974174868,0,0.0,0.8956083513318934,0,0.0,0.8122457291864471,0,0.0,1.0,0,0.0,0.9846959968238402,0,0.0,1.0,0,0.0,1.0,16,124.0
