begin;laneDensity;lane_ids;inflow;outflow
30300;3.98;E2.444_1;192;204
30300;;E20_0;0;0
30300;1.22;E21_0;12;12
30300;26.19;E3_0;1944;1176
30300;20.88;E3_1;0;828
30300;1.3;E4.10_0;60;60
30300;4.15;E4.24_0;156;156
30300;3.79;E5_0;132;132
30300;;E5_1;0;0
30300;39.15;E6_0;168;168
30300;81.89;E6_1;288;288
30300;64.48;E6_2;276;276
30300;0.28;E7.29_0;12;12
30300;3.12;E7.9_0;108;108
30300;0.46;E8_0;24;24
30300;;E8_1;0;0
30300;0.23;E8.39_0;12;12
30300;148.77;gneE10_0;84;108
30300;122.76;gneE10_1;276;252
30300;54.71;gneE10_2;588;600
30300;133.46;gneE126_0;72;120
30300;131.32;gneE126_1;48;132
30300;;gneE138_0;0;0
30300;0.23;gneE138_1;12;12
30300;;gneE138_2;0;0
30300;60.63;gneE140_0;372;396
30300;60.18;gneE140_1;492;468
30300;8.91;gneE141_0;372;360
30300;3.82;gneE141_1;252;156
30300;79.17;gneE142_0;288;312
30300;74.07;gneE142_1;396;468
30300;93.41;gneE143_0;336;372
30300;80.59;gneE143_1;504;480
30300;0.74;gneE144_0;36;36
30300;;gneE147_0;0;0
30300;35.66;gneE148_0;156;96
30300;32.21;gneE148_1;36;108
30300;0.55;gneE148_2;24;24
30300;133.8;gneE150_0;108;120
30300;127.09;gneE150_1;72;84
30300;126.3;gneE151_0;96;96
30300;112.37;gneE151_1;84;108
30300;0.36;gneE153_0;12;12
30300;10.05;gneE153_1;348;348
30300;3.71;gneE153_2;156;144
30300;17.08;gneE154_0;372;372
30300;3.98;gneE154_1;120;120
30300;0.3;gneE155_0;12;12
30300;1.26;gneE156_0;48;48
30300;3.61;gneE157_0;24;24
30300;0.71;gneE158_0;12;12
30300;3.42;gneE159_0;120;120
30300;0.52;gneE159_1;24;24
30300;;gneE159_2;0;0
30300;;gneE159_3;0;0
30300;;gneE160_0;0;0
30300;4.37;gneE160_1;156;156
30300;0.24;gneE160_2;0;0
30300;3.12;gneE160_3;120;132
30300;6.74;gneE188_0;72;60
30300;4.4;gneE188_1;36;36
30300;;gneE190_0;0;0
30300;;gneE190_1;0;0
30300;10.1;gneE199_0;132;132
30300;1.42;gneE199_1;24;24
30300;6.14;gneE202_0;120;72
30300;1.44;gneE202_1;24;60
30300;2.58;gneE203_0;96;84
30300;0.33;gneE205_0;12;12
30300;;gneE208_0;0;0
30300;;gneE208_1;0;0
30300;0.26;gneE22_0;12;12
30300;86.33;gneE22_1;252;360
30300;18.43;gneE22_2;132;0
30300;11.92;gneE22_3;480;480
30300;1.31;gneE224_0;36;36
30300;15.85;gneE226_0;132;120
30300;11.12;gneE226_1;72;84
30300;0.7;gneE226_2;24;24
30300;0.82;gneE227_0;36;36
30300;2.97;gneE228_0;120;120
30300;0.25;gneE23_0;12;12
30300;;gneE23_1;0;0
30300;;gneE230_0;0;0
30300;2.53;gneE231_0;96;96
30300;1.58;gneE231_1;72;84
30300;4.1;gneE233_0;120;132
30300;2.95;gneE251_0;108;84
30300;6.26;gneE251_1;132;168
30300;2.71;gneE257_0;120;48
30300;3.2;gneE257_1;72;144
30300;11.9;gneE258_0;96;96
30300;;gneE258_1;0;0
30300;0.75;gneE271_0;24;24
30300;;gneE393_0;0;0
30300;6.89;gneE393_1;264;276
30300;;gneE394_0;0;0
30300;2.74;gneE394_1;108;108
30300;;gneE396_0;0;0
30300;2.31;gneE396_1;96;96
30300;5.58;gneE397_0;192;192
30300;;gneE397_1;0;0
30300;0.3;gneE401_0;12;12
30300;95.74;gneE401_1;348;336
30300;;gneE401_2;0;0
30300;3.96;gneE401_3;24;24
30600;4.7;1_0;228;180
30600;3.1;1_1;84;132
30600;8.5;10_0;192;156
30600;5.4;10_1;120;108
30600;1.45;100_0;48;48
30600;0.22;101_0;12;12
30600;1.13;102_0;48;48
30600;2.72;103[0]_0;96;108
30600;3.2;103[0]_1;120;108
30600;2.5;103[1].2_0;156;108
30600;3.36;103[1].2_1;108;144
30600;3.87;104.5_0;108;192
30600;1.89;104.5_1;144;72
30600;7.72;105_0;156;144
30600;5.36;105_1;84;84
30600;0.53;106_0;24;24
30600;0.57;107_0;24;24
30600;2.11;107_1;84;84
30600;8.15;108_0;24;24
30600;16.24;108_1;84;84
30600;1.02;109_0;36;36
30600;1.51;109_1;60;60
30600;2.29;11_0;36;36
30600;4.32;11_1;84;96
30600;1.91;110_0;36;96
30600;0.91;110_1;60;24
30600;1.52;111_0;108;24
30600;0.69;111_1;0;84
30600;0.92;112[0]_0;24;48
30600;0.08;112[0]_1;24;0
30600;2.56;112[1]_0;24;24
30600;;112[1]_1;0;0
30600;2.46;113[0]_0;96;108
30600;1.26;113[0]_1;48;48
30600;0.93;113[0]_2;36;36
30600;3.31;113[1][0]_0;132;120
30600;1.54;113[1][0]_1;48;108
30600;0.42;113[1][0]_2;36;24
30600;3.41;114_0;72;120
30600;5.05;114_1;228;180
30600;8.54;115_0;156;108
30600;3.83;115_1;48;108
30600;71.63;116_0;0;0
30600;75.84;116_1;0;0
30600;96.91;116_2;0;0
30600;105.34;116_3;0;0
30600;126.41;116_4;0;0
30600;;117_0;0;0
30600;;117_1;0;0
30600;0.02;117_2;0;12
30600;0.77;117_3;0;180
30600;8.63;117_4;408;252
30600;56.38;118_0;732;240
30600;79.42;118_1;0;468
30600;0.88;119_0;36;24
30600;;119_1;0;0
30600;21.6;12_0;156;0
30600;24.4;12_1;96;0
30600;25.94;12_2;204;0
30600;36.11;12_3;120;0
30600;1.07;120.0.24_0;48;48
30600;;120.0.24_1;0;0
30600;36.82;121_0;432;0
30600;122.89;121_1;0;0
30600;1.23;122[0]_0;0;168
30600;2.26;122[0]_1;0;144
30600;5.92;122[0]_2;420;144
30600;5.64;122[1]_0;168;360
30600;9.33;122[1]_1;480;372
30600;5.54;122[1]_2;336;216
30600;86.09;123_0;912;48
30600;74.25;123_1;0;192
30600;80.7;123_2;0;684
30600;;125_0;0;0
30600;;125_1;0;0
30600;6.55;126_0;60;48
30600;3.13;127_0;132;168
30600;3.36;127_1;96;180
30600;5.25;127_2;252;156
30600;4.35;128_0;204;204
30600;2.66;128_1;120;132
30600;27.3;129_0;420;144
30600;123.05;129_1;0;192
30600;2.01;13.1_0;0;156
30600;2.23;13.1_1;0;96
30600;4.12;13.1_2;0;204
30600;4.77;13.1_3;648;120
30600;0.59;130_0;24;24
30600;1.85;130_1;84;84
30600;45.17;131_0;84;0
30600;113.77;131_1;0;84
30600;40.74;132_0;240;192
30600;116.43;132_1;0;144
30600;0.82;133_0;36;36
30600;1.1;133_1;36;48
30600;2.47;134.7_0;48;108
30600;0.32;134.7_1;0;0
30600;31.39;134.7_2;132;120
30600;3.57;135.7_0;144;216
30600;1.75;135.7_1;108;36
30600;;135.7_2;0;0
30600;14.28;136_0;768;132
30600;61.88;136_1;0;600
30600;0.23;137.5_0;12;12
30600;;137.5_1;0;0
30600;7.79;138_0;264;300
30600;0.41;139_0;24;12
30600;0.39;14.3_0;0;12
30600;0.63;14.3_1;36;24
30600;3.16;140_0;96;192
30600;3.33;140_1;120;192
30600;4.85;140_2;180;216
30600;5.72;140_3;300;168
30600;130.76;141_0;108;24
30600;140.09;141_1;0;72
30600;3.48;142_0;744;84
30600;15.96;142_1;0;372
30600;7.25;142_2;0;252
30600;2.56;143.4_0;24;84
30600;1;143.4_1;60;12
30600;0.35;143.4_2;24;12
30600;;144_0;0;0
30600;0.24;144_1;12;12
30600;2.7;144_2;132;120
30600;37.85;144.283_0;108;132
30600;37.05;144.283_1;312;192
30600;32.62;144.283_2;264;264
30600;2.85;144.312_0;120;120
30600;0.34;144.312_1;12;12
30600;;144.312_2;0;0
30600;107.2;145_0;180;120
30600;1.2;145_1;0;36
30600;;145_2;0;0
30600;90.51;146_0;24;48
30600;138.46;146_1;48;48
30600;41.71;147_0;372;204
30600;72.61;147_1;0;60
30600;124.07;147_2;0;96
30600;5.78;148_0;240;264
30600;1.62;148_1;84;72
30600;0.25;148_2;12;12
30600;77.89;149_0;192;12
30600;92.55;149_1;72;72
30600;137.25;149_2;228;0
30600;2.12;15_0;60;84
30600;1.21;15_1;24;36
30600;5.83;150_0;216;144
30600;1.55;150_1;24;72
30600;0.61;150_2;24;12
30600;79.38;151_0;84;0
30600;84.39;151_1;84;0
30600;110.46;151_2;24;0
30600;119.89;151_3;12;0
30600;4.49;152_0;108;192
30600;0.99;152_1;72;24
30600;0.14;152_2;12;24
30600;;152_3;0;0
30600;1.15;153_0;0;12
30600;1.85;153_1;0;156
30600;2.49;153_2;276;72
30600;4.09;154.7_0;168;132
30600;0.65;154.7_1;48;48
30600;0.03;154.7_2;0;12
30600;;155[0].4_0;0;0
30600;4.29;155[0].4_1;168;120
30600;0.8;155[0].4_2;12;48
30600;1.83;155[0].4_3;60;84
30600;;155[1]_0;0;0
30600;8.59;155[1]_1;372;324
30600;1.68;155[1]_2;36;36
30600;2.43;155[1]_3;84;132
30600;20.71;156[0]_0;156;132
30600;6.66;156[0]_1;60;72
30600;0.6;156[0]_2;12;0
30600;;156[0]_3;0;0
30600;3;156[1]_0;132;168
30600;1.44;156[1]_1;72;60
30600;0.2;156[1]_2;0;0
30600;0.16;156[1]_3;24;0
30600;7.4;157_0;324;336
30600;0.43;157_1;36;12
30600;2.56;157_2;132;132
30600;2.14;158_0;0;156
30600;2.92;158_1;192;60
30600;0.42;158_2;36;12
30600;1.85;16_0;108;60
30600;2.74;16_1;72;144
30600;12.41;161_0;396;384
30600;1.83;161_1;84;96
30600;4.15;163_0;96;84
30600;1.03;164_0;48;48
30600;7.46;165_0;252;252
30600;0.75;165_1;0;24
30600;0.24;166_0;12;12
30600;;166_1;0;0
30600;69.5;167_0;156;132
30600;40.93;167_1;108;132
30600;18.69;168_0;72;72
30600;24.59;168_1;96;96
30600;0.48;17_0;48;0
30600;0.42;17_1;0;36
30600;3.49;172_0;120;120
30600;44.9;173_0;132;96
30600;25.31;173_1;48;72
30600;4.49;175_0;192;168
30600;0.65;175_1;0;36
30600;4.07;18_0;84;144
30600;4.65;18_1;180;120
30600;0.59;181[1][1][0].32.3_0;24;24
30600;1.01;181[1][1][0].32.3_1;372;0
30600;5.3;181[1][1][0].32.3_2;24;132
30600;9.29;181[1][1][0].32.3_3;180;456
30600;0.83;181[1][1][1][0]_0;24;24
30600;;181[1][1][1][0]_1;0;0
30600;;181[1][1][1][0]_2;0;0
30600;13.7;181[1][1][1][0]_3;420;420
30600;0.8;181[1][1][1][1][0]_0;24;24
30600;;181[1][1][1][1][0]_1;0;0
30600;;181[1][1][1][1][0]_2;0;0
30600;13.06;181[1][1][1][1][0]_3;420;420
30600;0.83;181[1][1][1][1][1][0]_0;24;24
30600;;181[1][1][1][1][1][0]_1;0;0
30600;;181[1][1][1][1][1][0]_2;0;0
30600;0.76;181[1][1][1][1][1][0]_3;12;12
30600;0.28;181[1][1][1][1][1][0].76_0;0;12
30600;73.79;181[1][1][1][1][1][0].76_1;36;144
30600;72.4;181[1][1][1][1][1][0].76_2;192;204
30600;34.15;181[1][1][1][1][1][0].76_3;708;672
30600;10.9;182_0;348;336
30600;5.5;182_1;156;192
30600;2.7;183.8_0;60;60
30600;2.71;183.8_1;84;84
30600;;184_0;0;0
30600;;184_1;0;0
30600;2.78;185_0;36;36
30600;0.42;186_0;0;24
30600;1.06;186_1;60;36
30600;;187_0;0;0
30600;;19_0;0;0
30600;;19_1;0;0
30600;0.93;2_0;108;36
30600;2.03;2_1;24;84
30600;3.43;20_0;36;156
30600;3.46;20_1;204;108
30600;;21_0;0;0
30600;;21_1;0;0
30600;44.53;22_0;348;384
30600;4.01;22_1;108;156
30600;;24_0;0;0
30600;;24_1;0;0
30600;1.51;25[0]_0;48;48
30600;;25[0]_1;0;0
30600;2.38;25[1]_0;48;60
30600;3;25[1]_1;84;84
30600;89.61;26_0;84;192
30600;98.89;26_1;240;180
30600;2.71;27_0;60;120
30600;2.08;27_1;120;72
30600;98.94;28_0;144;84
30600;113.94;28_1;168;120
30600;7.33;29_0;120;108
30600;2.21;29_1;12;48
30600;86.09;30_0;264;372
30600;74.88;30_1;132;108
30600;2.89;31_0;108;72
30600;1.56;31_1;72;84
30600;94.43;32_0;228;180
30600;83.68;32_1;264;240
30600;6.17;33_0;204;108
30600;3.22;33_1;36;180
30600;87.08;34_0;324;312
30600;87.56;34_1;180;156
30600;70.85;35_0;72;204
30600;83.61;35_1;96;228
30600;29.02;35_2;36;0
30600;21.74;35_3;24;168
30600;17.89;35_4;156;48
30600;2.4;37[0]_0;72;156
30600;5.11;37[0]_1;252;168
30600;73.55;38.9_0;396;276
30600;73.17;38.9_1;216;252
30600;3.77;39.68_0;168;168
30600;0.97;39.68_1;48;48
30600;58.93;3[0]_0;192;12
30600;52.92;3[0]_1;480;36
30600;35.48;3[0]_2;336;84
30600;141.05;3[1]_0;24;36
30600;118.55;3[1]_1;36;36
30600;121.92;3[1]_2;84;144
30600;13.79;4_0;12;60
30600;15.6;4_1;60;72
30600;113.67;4_2;96;168
30600;87.12;40_0;12;192
30600;105.44;40_1;324;96
30600;58.94;40_2;228;180
30600;45.26;40_3;360;360
30600;76.91;41.3_0;300;312
30600;91.43;41.3_1;132;156
30600;14.05;41.3_2;348;384
30600;5.43;41.3_3;324;168
30600;106.92;42.0_0;180;108
30600;111.3;42.0_1;204;144
30600;92.98;42.0_2;180;156
30600;98.56;42.0_3;252;168
30600;70.77;43[0].45_0;360;204
30600;68.52;43[0].45_1;408;396
30600;3.15;44_0;132;132
30600;1.06;44_1;12;48
30600;0.48;44_2;36;0
30600;10.41;45[0].5_0;444;408
30600;4.31;45[0].5_1;180;252
30600;8.8;45[1]_0;408;396
30600;6.45;45[1]_1;240;324
30600;10.28;46_0;396;480
30600;0.86;46_1;72;12
30600;8.68;47_0;384;312
30600;0.8;47_1;0;60
30600;10.71;48_0;312;396
30600;3.75;48_1;216;132
30600;;48_2;0;0
30600;0.46;49[0]_0;24;24
30600;1.56;49[0]_1;60;72
30600;0.34;49[0]_2;12;12
30600;0.61;49[1]_0;48;24
30600;1.21;49[1]_1;60;60
30600;1.75;49[1]_2;24;84
30600;111.12;5_0;96;180
30600;137.18;5_1;36;36
30600;2.78;50[0].15_0;36;192
30600;1.35;50[0].15_1;156;0
30600;4.26;50[1]_0;156;156
30600;;50[1]_1;0;0
30600;6.84;51_0;156;72
30600;0.77;51_1;0;24
30600;3.21;52_0;0;60
30600;2.32;52_1;168;24
30600;0.34;52_2;36;24
30600;84.77;53.4_0;204;336
30600;99.61;53.4_1;276;144
30600;85.66;53.4_2;288;420
30600;7.65;54[0]_0;348;324
30600;1.7;54[0]_1;72;96
30600;19.91;54[1]_0;312;324
30600;16.61;54[1]_1;96;384
30600;0.32;55[0]_0;36;24
30600;9.7;55[0]_1;396;408
30600;0.75;55[0]_2;48;24
30600;0.18;55[1]_0;24;0
30600;8.65;55[1]_1;420;348
30600;1.33;55[1]_2;36;72
30600;;56.0.16_0;0;0
30600;;56.0.16_1;0;0
30600;0.72;57_0;0;36
30600;2.84;57_1;108;84
30600;3.59;58_0;168;120
30600;0.93;58_1;12;48
30600;0.54;59_0;0;24
30600;0.78;59_1;72;12
30600;0.8;59_2;12;48
30600;0.61;6_0;0;60
30600;0.51;6_1;0;48
30600;0.41;6_2;0;0
30600;0.37;6_3;0;0
30600;0.41;6_4;96;0
30600;1.78;60_0;0;48
30600;1.03;61_0;24;72
30600;1.44;61_1;84;24
30600;0.55;62_0;24;24
30600;;63_0;0;0
30600;;64_0;0;0
30600;0.91;66.10_0;24;48
30600;0.84;66.10_1;60;36
30600;4.64;67.1_0;180;144
30600;1.16;67.1_1;12;60
30600;0.71;68_0;48;24
30600;0.55;68_1;0;48
30600;0.52;69_0;24;24
30600;1.26;69_1;48;48
30600;117.71;7.0.20_0;0;0
30600;125.56;7.0.20_1;0;0
30600;120.33;7.0.20_2;0;0
30600;130.53;7.0.20_3;12;0
30600;122.94;7.0.20_4;0;0
30600;0.29;70_0;12;12
30600;3.28;71_0;72;72
30600;1.6;72_0;72;72
30600;0.99;73_0;24;60
30600;0.67;73_1;48;12
30600;0.63;74_0;0;0
30600;0.39;74_1;36;48
30600;1.64;75_0;72;72
30600;1.39;75_1;60;60
30600;;75_2;0;0
30600;3.35;76_0;108;156
30600;1.76;76_1;132;84
30600;1.81;77_0;72;72
30600;;77_1;0;0
30600;0.16;78_0;12;0
30600;7.35;78_1;264;276
30600;2.32;79_0;72;120
30600;0.81;79_1;72;24
30600;0.62;8.0.2.13_0;60;0
30600;1.95;8.0.2.13_1;48;48
30600;1.33;8.0.2.13_2;0;156
30600;0.48;8.0.2.13_3;84;0
30600;1.6;80_0;96;48
30600;6.45;80_1;180;264
30600;1.25;81_0;0;60
30600;1.51;81_1;120;60
30600;0.56;81_2;24;24
30600;3.99;82_0;60;72
30600;1.28;82_1;60;36
30600;0.52;82_2;24;24
30600;;83_0;0;0
30600;4.26;83_1;228;108
30600;2.95;83_2;72;180
30600;0.28;84_0;264;0
30600;4.93;84_1;0;240
30600;1.49;84_2;60;60
30600;5.97;85_0;120;132
30600;4.21;85_1;60;60
30600;1.67;85_2;48;36
30600;2.05;86[0]_0;84;108
30600;1.2;86[0]_1;60;36
30600;2.31;86[0]_2;96;96
30600;4.06;86[1][1]_0;72;84
30600;0.66;86[1][1]_1;36;12
30600;3.12;86[1][1]_2;96;84
30600;8.84;87_0;216;168
30600;2.44;87_1;84;120
30600;1.67;88_0;60;48
30600;;88_1;0;0
30600;0.01;9_0;0;0
30600;0.31;9_1;60;0
30600;2.23;9_2;144;24
30600;2.74;9_3;0;192
30600;3.65;90_0;120;144
30600;0.93;90_1;72;36
30600;5.65;91_0;84;204
30600;6.32;91_1;144;168
30600;1.71;92_0;144;72
30600;3.03;92_1;84;132
30600;0.16;93_0;72;0
30600;1.69;93_1;24;84
30600;3.5;93_2;132;144
30600;4.55;94_0;72;72
30600;1.12;94_1;48;24
30600;8.18;94_2;84;84
30600;0.48;95_0;24;24
30600;;95_1;0;0
30600;0.08;96_0;24;0
30600;0.74;96_1;0;24
30600;1.48;97_0;84;36
30600;0.38;97_1;0;48
30600;1.85;98_0;72;36
30600;4.24;98_1;48;84
30600;0.4;99_0;12;24
30600;27.53;E0_0;936;204
30600;77.19;E0_1;0;300
30600;75.83;E0_2;0;468
30600;9.25;E0.221_0;312;300
30600;8.54;E0.221_1;276;264
30600;4.75;E1_0;228;180
30600;0.12;E1_1;0;36
30600;0.6;E10_0;24;24
30600;;E10_1;0;0
30600;6.3;E11_0;36;36
30600;;E11_1;0;0
30600;;E12_0;0;0
30600;2.34;E12_1;12;12
30600;1.15;E13_0;36;36
30600;0.3;E13_1;12;12
30600;1.53;E15_0;48;48
30600;4.43;E18_0;168;168
30600;0.78;E18_1;36;36
30600;107.24;E19_0;324;312
30600;87.13;E19_1;180;216
30600;83.56;E19_2;408;372
30600;6.7;E2_0;336;288
30600;0.17;E2_1;0;24
30600;6.66;E2.444_0;288;300
30600;3.4;E2.444_1;168;156
30600;;E20_0;0;0
30600;1.01;E21_0;12;12
30600;24.3;E3_0;1884;1116
30600;19.78;E3_1;0;756
30600;2.35;E4.10_0;108;108
30600;4.25;E4.24_0;156;144
30600;5.7;E5_0;192;192
30600;;E5_1;0;0
30600;46.32;E6_0;204;204
30600;94.44;E6_1;300;300
30600;66.09;E6_2;300;300
30600;1.12;E7.29_0;48;48
30600;2.76;E7.9_0;96;96
30600;0.27;E8_0;12;12
30600;0.26;E8_1;12;12
30600;0.53;E8.39_0;24;24
30600;141.46;gneE10_0;48;36
30600;133.85;gneE10_1;192;168
30600;70.78;gneE10_2;684;696
30600;83.65;gneE126_0;204;120
30600;95.47;gneE126_1;228;192
30600;;gneE138_0;0;0
30600;4.02;gneE138_1;168;168
30600;1.03;gneE138_2;48;48
30600;83.93;gneE140_0;168;144
30600;85.51;gneE140_1;324;312
30600;10.05;gneE141_0;384;456
30600;2.74;gneE141_1;168;156
30600;80.2;gneE142_0;300;240
30600;70.64;gneE142_1;156;168
30600;101.75;gneE143_0;180;156
30600;86.11;gneE143_1;336;336
30600;1.72;gneE144_0;72;72
30600;0.84;gneE147_0;24;24
30600;2.61;gneE148_0;72;60
30600;2.01;gneE148_1;48;60
30600;;gneE148_2;0;0
30600;93.76;gneE150_0;336;324
30600;77.71;gneE150_1;336;348
30600;53.68;gneE151_0;336;336
30600;45.89;gneE151_1;348;336
30600;0.45;gneE153_0;12;12
30600;12.41;gneE153_1;456;456
30600;3.88;gneE153_2;144;156
30600;19.52;gneE154_0;444;432
30600;6.62;gneE154_1;168;180
30600;0.4;gneE155_0;12;12
30600;1.55;gneE156_0;60;60
30600;;gneE157_0;0;0
30600;0.77;gneE158_0;12;12
30600;4.18;gneE159_0;168;168
30600;1.15;gneE159_1;48;48
30600;;gneE159_2;0;0
30600;;gneE159_3;0;0
30600;0.31;gneE160_0;12;12
30600;4.44;gneE160_1;156;156
30600;0.38;gneE160_2;12;12
30600;1.52;gneE160_3;60;60
30600;10.72;gneE188_0;84;72
30600;5.92;gneE188_1;24;24
30600;0.25;gneE190_0;12;12
30600;;gneE190_1;0;0
30600;15.46;gneE199_0;180;144
30600;1.81;gneE199_1;24;48
30600;6.43;gneE202_0;156;144
30600;0.97;gneE202_1;36;48
30600;3.73;gneE203_0;132;144
30600;0.69;gneE205_0;24;24
30600;0.32;gneE208_0;12;12
30600;;gneE208_1;0;0
30600;0.66;gneE22_0;12;24
30600;88.04;gneE22_1;228;348
30600;10.92;gneE22_2;180;24
30600;15.35;gneE22_3;624;624
30600;1.6;gneE224_0;48;48
30600;8.42;gneE226_0;72;72
30600;20.06;gneE226_1;108;108
30600;0.85;gneE226_2;24;24
30600;3.57;gneE227_0;144;144
30600;2.45;gneE228_0;108;108
30600;;gneE23_0;0;0
30600;;gneE23_1;0;0
30600;0.52;gneE230_0;24;24
30600;3.37;gneE231_0;156;156
30600;2.34;gneE231_1;84;84
30600;0.59;gneE233_0;24;24
30600;1.98;gneE251_0;36;60
30600;1.82;gneE251_1;108;36
30600;2.03;gneE257_0;120;36
30600;4.61;gneE257_1;120;204
30600;10.69;gneE258_0;72;72
30600;;gneE258_1;0;0
30600;1.11;gneE271_0;36;36
30600;;gneE393_0;0;0
30600;7.85;gneE393_1;312;300
30600;;gneE394_0;0;0
30600;2.54;gneE394_1;108;108
30600;;gneE396_0;0;0
30600;1.65;gneE396_1;72;72
30600;5.02;gneE397_0;192;180
30600;0.25;gneE397_1;12;12
30600;8.91;gneE401_0;24;24
30600;89.53;gneE401_1;360;372
30600;5.11;gneE401_2;24;0
30600;0.32;gneE401_3;12;12
30900;5.78;1_0;240;240
30900;1.77;1_1;72;72
30900;14.93;10_0;240;228
30900;7.6;10_1;72;144
30900;1.67;100_0;84;72
30900;0.67;101_0;36;36
30900;0.24;102_0;12;12
30900;2.68;103[0]_0;108;120
30900;1.41;103[0]_1;60;48
30900;4.38;103[1].2_0;168;192
30900;0.77;103[1].2_1;48;36
30900;3.76;104.5_0;192;144
30900;0.99;104.5_1;36;84
30900;4.8;105_0;132;132
30900;3.91;105_1;84;84
30900;3.22;106_0;144;144
30900;1.08;107_0;36;36
30900;1.95;107_1;72;72
30900;4.28;108_0;24;24
30900;14.43;108_1;72;84
30900;1.2;109_0;48;48
30900;0.3;109_1;12;12
30900;2.61;11_0;36;36
30900;14.37;11_1;156;156
30900;1.81;110_0;60;60
30900;0.03;110_1;12;0
30900;1.45;111_0;84;36
30900;0.79;111_1;24;72
30900;2.52;112[0]_0;24;120
30900;0.71;112[0]_1;144;0
30900;0.49;112[1]_0;24;24
30900;;112[1]_1;0;0
30900;2.89;113[0]_0;120;120
30900;0.24;113[0]_1;12;12
30900;0.31;113[0]_2;12;12
30900;4.45;113[1][0]_0;216;144
30900;0.66;113[1][0]_1;12;60
30900;0.17;113[1][0]_2;12;12
30900;3.24;114_0;84;108
30900;2.88;114_1;144;120
30900;3.25;115_0;96;84
30900;0.94;115_1;12;24
30900;71.63;116_0;0;0
30900;75.84;116_1;0;0
30900;96.91;116_2;0;0
30900;105.34;116_3;0;0
30900;126.41;116_4;0;0
30900;;117_0;0;0
30900;;117_1;0;0
30900;;117_2;0;0
30900;0.56;117_3;0;144
30900;6.21;117_4;288;156
30900;59.78;118_0;744;264
30900;81.75;118_1;0;336
30900;0.89;119_0;36;60
30900;;119_1;0;0
30900;52.95;12_0;72;12
30900;59.14;12_1;12;0
30900;62.98;12_2;108;0
30900;65.26;12_3;60;0
30900;0.35;120.0.24_0;24;12
30900;;120.0.24_1;0;0
30900;56.85;121_0;96;0
30900;133.93;121_1;0;0
30900;0.66;122[0]_0;0;84
30900;1.54;122[0]_1;0;144
30900;4.32;122[0]_2;324;72
30900;4.56;122[1]_0;84;324
30900;7.59;122[1]_1;396;264
30900;4.11;122[1]_2;240;156
30900;94.18;123_0;756;84
30900;78.57;123_1;0;144
30900;93.91;123_2;0;252
30900;;125_0;0;0
30900;;125_1;0;0
30900;1.68;126_0;72;72
30900;1.92;127_0;72;96
30900;2.54;127_1;84;180
30900;5.83;127_2;312;168
30900;2.49;128_0;108;108
30900;2.49;128_1;120;108
30900;29.91;129_0;372;180
30900;110.79;129_1;0;276
30900;0.55;13.1_0;0;72
30900;0.81;13.1_1;0;12
30900;1.78;13.1_2;0;108
30900;1.53;13.1_3;168;60
30900;0.9;130_0;36;36
30900;0.99;130_1;48;48
30900;39.72;131_0;120;24
30900;99.25;131_1;0;72
30900;42.37;132_0;228;108
30900;100.86;132_1;0;96
30900;;133_0;0;0
30900;;133_1;0;0
30900;1.73;134.7_0;84;72
30900;0.24;134.7_1;0;12
30900;40.77;134.7_2;192;0
30900;2.08;135.7_0;72;108
30900;0.25;135.7_1;36;0
30900;;135.7_2;0;0
30900;19.13;136_0;552;108
30900;83.35;136_1;0;408
30900;;137.5_0;0;0
30900;;137.5_1;0;0
30900;9.86;138_0;288;204
30900;0.54;139_0;24;36
30900;;14.3_0;0;0
30900;0.56;14.3_1;24;24
30900;2.56;140_0;108;108
30900;1.06;140_1;24;72
30900;4.36;140_2;132;288
30900;9.27;140_3;504;300
30900;121.84;141_0;288;72
30900;106.99;141_1;0;312
30900;4.01;142_0;852;96
30900;21.42;142_1;0;372
30900;14.02;142_2;0;348
30900;3.57;143.4_0;12;144
30900;1.94;143.4_1;156;36
30900;0.21;143.4_2;36;0
30900;;144_0;0;0
30900;0.22;144_1;12;12
30900;2.92;144_2;132;144
30900;49.99;144.283_0;72;288
30900;52.12;144.283_1;372;120
30900;45.42;144.283_2;360;288
30900;2.22;144.312_0;96;84
30900;1.25;144.312_1;48;48
30900;;144.312_2;0;0
30900;124.67;145_0;192;156
30900;1.53;145_1;0;36
30900;;145_2;0;0
30900;77.46;146_0;60;96
30900;77.85;146_1;48;12
30900;82.68;147_0;192;0
30900;119.66;147_1;0;0
30900;149.83;147_2;0;0
30900;5.2;148_0;240;240
30900;1.6;148_1;96;84
30900;;148_2;0;0
30900;92.55;149_0;0;0
30900;107.97;149_1;0;0
30900;144.44;149_2;12;12
30900;2.28;15_0;84;48
30900;1.68;15_1;24;60
30900;4.96;150_0;156;156
30900;1.38;150_1;0;84
30900;0.99;150_2;96;0
30900;90.67;151_0;36;0
30900;96.29;151_1;0;0
30900;108.92;151_2;0;0
30900;120.12;151_3;12;0
30900;4.22;152_0;108;156
30900;0.52;152_1;72;0
30900;;152_2;0;0
30900;;152_3;0;0
30900;0.65;153_0;0;12
30900;1.57;153_1;0;72
30900;1.68;153_2;168;60
30900;4.31;154.7_0;144;144
30900;0.58;154.7_1;24;36
30900;;154.7_2;0;0
30900;;155[0].4_0;0;0
30900;3.31;155[0].4_1;120;72
