time,lane_ids,laneDensity,inflow,outflow
21600,1_0,5.84,216,264
21600,1_1,10.38,372,312
21600,10_0,15.99,264,264
21600,10_1,14.33,312,288
21600,100_0,0.83,36,36
21600,101_0,0.53,24,24
21600,102_0,1.97,84,84
21600,103[0]_0,2.97,132,120
21600,103[0]_1,2.96,120,132
21600,103[1].2_0,3.74,168,156
21600,103[1].2_1,3.13,132,144
21600,104.5_0,3.3,144,120
21600,104.5_1,1.72,132,60
21600,105_0,1.51,48,24
21600,105_1,2.26,48,60
21600,106_0,1.09,48,48
21600,107_0,0.83,36,36
21600,107_1,6.32,60,48
21600,108_0,16.62,12,12
21600,108_1,32.81,36,24
21600,109_0,1.23,48,48
21600,109_1,0.25,12,12
21600,11_0,6.84,84,72
21600,11_1,16.63,144,156
21600,110_0,1.06,72,36
21600,110_1,0.78,12,36
21600,111_0,1.74,96,36
21600,111_1,0.81,24,60
21600,112[0]_0,1.51,60,84
21600,112[0]_1,0.84,48,12
21600,112[1]_0,0.51,24,24
21600,112[1]_1,0.41,12,12
21600,113[0]_0,0.46,24,24
21600,113[0]_1,0,0,0
21600,113[0]_2,1.12,36,36
21600,113[1][0]_0,1.37,84,60
21600,113[1][0]_1,0.21,0,0
21600,113[1][0]_2,0.08,24,0
21600,114_0,0,0,0
21600,114_1,0,0,0
21600,115_0,4.92,180,120
21600,115_1,5.15,108,156
21600,116_0,15.32,1620,300
21600,116_1,8.63,0,228
21600,116_2,4.88,0,120
21600,116_3,9.85,0,108
21600,116_4,50.84,0,324
21600,117_0,4.18,168,204
21600,117_1,2.27,120,84
21600,117_2,1.65,72,96
21600,117_3,1.28,48,120
21600,117_4,6.26,324,180
21600,118_0,41.48,1836,264
21600,118_1,50.51,0,324
21600,119_0,2.36,72,108
21600,119_1,0.85,120,24
21600,12_0,8.51,312,228
21600,12_1,4.93,300,156
21600,12_2,3.17,132,132
21600,12_3,1.8,0,108
21600,120.0.24_0,1.15,24,48
21600,120.0.24_1,0.26,48,0
21600,121_0,7.29,708,60
21600,121_1,14.24,0,240
21600,122[0]_0,0.74,0,132
21600,122[0]_1,2,0,156
21600,122[0]_2,4.73,372,48
21600,122[1]_0,3.6,132,192
21600,122[1]_1,5.67,300,204
21600,122[1]_2,2.46,156,120
21600,123_0,16.44,2076,492
21600,123_1,23.47,0,288
21600,123_2,30.17,0,636
21600,125_0,0.24,12,12
21600,125_1,0,0,0
21600,126_0,6.98,108,84
21600,127_0,2.08,96,72
21600,127_1,0.6,0,84
21600,127_2,3.67,192,120
21600,128_0,0.29,12,12
21600,128_1,1.4,72,48
21600,129_0,21.55,996,252
21600,129_1,64.6,0,576
21600,13.1_0,4.26,0,312
21600,13.1_1,4.06,0,288
21600,13.1_2,4.6,12,144
21600,13.1_3,5.26,876,0
21600,130_0,0,0,0
21600,130_1,2.96,132,132
21600,131_0,34.05,744,204
21600,131_1,78.19,0,372
21600,132_0,44.88,1008,348
21600,132_1,62.32,0,408
21600,133_0,0.51,24,24
21600,133_1,0,0,0
21600,134.7_0,0,0,0
21600,134.7_1,0.04,0,0
21600,134.7_2,0.04,12,0
21600,135.7_0,2.79,144,120
21600,135.7_1,1.4,72,60
21600,135.7_2,0,0,0
21600,136_0,13.09,1392,228
21600,136_1,28.58,0,1020
21600,137.5_0,0.82,36,36
21600,137.5_1,0,0,0
21600,138_0,1.15,72,36
21600,139_0,1.85,96,48
21600,14.3_0,0.31,12,12
21600,14.3_1,0.3,24,0
21600,140_0,4.82,216,228
21600,140_1,3.43,168,144
21600,140_2,2.88,108,216
21600,140_3,5.63,276,144
21600,141_0,21.87,972,528
21600,141_1,11.88,0,348
21600,142_0,6.76,720,180
21600,142_1,10.97,0,300
21600,142_2,2.44,0,156
21600,143.4_0,5.07,84,72
21600,143.4_1,1.82,120,24
21600,143.4_2,0.76,24,36
21600,144_0,0.73,24,36
21600,144_1,0.54,36,12
21600,144_2,3.24,156,132
21600,144.283_0,7.65,36,264
21600,144.283_1,9.59,456,240
21600,144.283_2,4.94,276,180
21600,144.312_0,0.95,48,36
21600,144.312_1,2.17,72,72
21600,144.312_2,0,0,0
21600,145_0,12.38,348,240
21600,145_1,2.4,0,84
21600,145_2,0,0,0
21600,146_0,2.29,108,84
21600,146_1,2.88,96,120
21600,147_0,53.32,1824,360
21600,147_1,57.52,0,348
21600,147_2,45.51,0,372
21600,148_0,2.17,108,96
21600,148_1,0.98,48,48
21600,148_2,0.58,24,24
21600,149_0,10.64,372,168
21600,149_1,13.48,324,240
21600,149_2,18.43,372,432
21600,15_0,1.56,48,0
21600,15_1,0.31,0,0
21600,150_0,4.13,144,120
21600,150_1,1.66,60,48
21600,150_2,0.67,48,24
21600,151_0,8.35,288,312
21600,151_1,9.52,324,24
21600,151_2,10.18,372,276
21600,151_3,11.71,120,240
21600,152_0,4.69,228,120
21600,152_1,1.25,24,36
21600,152_2,0.49,0,60
21600,152_3,0,0,0
21600,153_0,4.72,288,0
21600,153_1,7.18,276,360
21600,153_2,3.3,180,228
21600,154.7_0,4.37,216,228
21600,154.7_1,1.1,72,24
21600,154.7_2,0.06,12,0
21600,155[0].4_0,0,0,0
21600,155[0].4_1,10.6,360,180
21600,155[0].4_2,6.03,144,156
21600,155[0].4_3,3.64,96,132
21600,155[1]_0,0,0,0
21600,155[1]_1,12.93,540,432
21600,155[1]_2,6.2,156,156
21600,155[1]_3,3.75,132,216
21600,156[0]_0,5.98,144,120
21600,156[0]_1,9.48,72,36
21600,156[0]_2,2.82,24,84
21600,156[0]_3,0,0,0
21600,156[1]_0,3.76,120,240
21600,156[1]_1,2.01,48,72
21600,156[1]_2,1.16,72,12
21600,156[1]_3,0.06,84,0
21600,157_0,9.64,420,420
21600,157_1,2.44,144,48
21600,157_2,3.55,204,156
21600,158_0,1.37,0,132
21600,158_1,2.98,180,84
21600,158_2,0.95,60,24
21600,16_0,1.75,12,72
21600,16_1,0.36,60,0
21600,161_0,3.54,120,156
21600,161_1,1.07,72,36
21600,163_0,2.72,48,48
21600,164_0,1.78,72,72
21600,165_0,35.79,600,360
21600,165_1,4.38,0,84
21600,166_0,0.26,12,12
21600,166_1,0,0,0
21600,167_0,32.33,180,168
21600,167_1,25.08,156,144
21600,168_0,0,0,0
21600,168_1,0,0,0
21600,17_0,0.82,48,12
21600,17_1,0.13,0,24
21600,172_0,0,0,0
21600,173_0,0,0,0
21600,173_1,0,0,0
21600,175_0,5.14,204,216
21600,175_1,2,84,72
21600,18_0,1.03,24,36
21600,18_1,1.93,96,24
21600,181[1][1][0].32.3_0,0.87,36,36
21600,181[1][1][0].32.3_1,1.02,276,0
21600,181[1][1][0].32.3_2,8.21,72,144
21600,181[1][1][0].32.3_3,10.39,324,516
21600,181[1][1][1][0]_0,1.17,36,36
21600,181[1][1][1][0]_1,0,0,0
21600,181[1][1][1][0]_2,0.97,24,24
21600,181[1][1][1][0]_3,11.87,396,396
21600,181[1][1][1][1][0]_0,1.13,36,36
21600,181[1][1][1][1][0]_1,0,0,0
21600,181[1][1][1][1][0]_2,0.92,24,24
21600,181[1][1][1][1][0]_3,11.42,396,396
21600,181[1][1][1][1][1][0]_0,1.16,36,36
21600,181[1][1][1][1][1][0]_1,0,0,0
21600,181[1][1][1][1][1][0]_2,0.96,24,24
21600,181[1][1][1][1][1][0]_3,1.17,24,24
21600,181[1][1][1][1][1][0].76_0,0.35,0,24
21600,181[1][1][1][1][1][0].76_1,26.35,456,360
21600,181[1][1][1][1][1][0].76_2,4.84,240,36
21600,181[1][1][1][1][1][0].76_3,25.48,696,840
21600,182_0,4.94,156,132
21600,182_1,2.67,120,120
21600,183.8_0,0.56,12,12
21600,183.8_1,0.34,12,12
21600,184_0,3.47,24,168
21600,184_1,4.11,372,120
21600,185_0,0,0,0
21600,186_0,0.03,12,0
21600,186_1,0.46,12,24
21600,187_0,0.54,24,24
21600,19_0,0,0,0
21600,19_1,0,0,0
21600,2_0,2.07,228,84
21600,2_1,3.98,12,144
21600,20_0,1.14,0,48
21600,20_1,0.47,72,0
21600,21_0,0,0,0
21600,21_1,0,0,0
21600,22_0,8.41,168,96
21600,22_1,0.18,24,12
21600,24_0,0,0,0
21600,24_1,0,0,0
21600,25[0]_0,0.71,24,24
21600,25[0]_1,0,0,0
21600,25[1]_0,0.71,24,24
21600,25[1]_1,0,0,0
21600,26_0,13.56,144,204
21600,26_1,19.91,708,192
21600,27_0,0.61,24,24
21600,27_1,0.07,12,0
21600,28_0,7.69,72,204
21600,28_1,8.24,432,180
21600,29_0,3.05,120,120
21600,29_1,0,0,0
21600,30_0,15.54,264,228
21600,30_1,4.13,108,108
21600,31_0,2.55,120,84
21600,31_1,1,36,48
21600,32_0,14.46,216,228
21600,32_1,14.22,672,288
21600,33_0,4.76,216,48
21600,33_1,2.31,24,132
21600,34_0,15.51,468,312
21600,34_1,11.92,396,384
21600,35_0,3.37,48,192
21600,35_1,10.08,60,312
21600,35_2,1.94,0,0
21600,35_3,6.14,516,300
21600,35_4,3.4,348,84
21600,37[0]_0,0.22,12,12
21600,37[0]_1,2.93,156,132
21600,38.9_0,28.41,684,420
21600,38.9_1,21.82,324,408
21600,39.68_0,6.84,324,288
21600,39.68_1,0.83,60,24
21600,3[0]_0,10.33,216,504
21600,3[0]_1,7.65,384,264
21600,3[0]_2,2.95,432,72
21600,3[1]_0,2.77,108,108
21600,3[1]_1,3.23,240,108
21600,3[1]_2,4.26,84,216
21600,4_0,0,0,0
21600,4_1,0.36,12,0
21600,4_2,7.13,216,228
21600,40_0,3.39,72,180
21600,40_1,3.92,240,72
21600,40_2,11.42,372,252
21600,40_3,5.94,204,180
21600,41.3_0,8.41,360,348
21600,41.3_1,2.53,120,108
21600,41.3_2,11.6,504,492
21600,41.3_3,3.83,180,168
21600,42.0_0,10.82,312,228
21600,42.0_1,6.25,132,156
21600,42.0_2,4.09,108,132
21600,42.0_3,0.76,12,48
21600,43[0].45_0,2.82,120,132
21600,43[0].45_1,0.58,48,0
21600,44_0,3.16,120,96
21600,44_1,0.59,12,24
21600,44_2,1.95,108,84
21600,45[0].5_0,7.03,360,228
21600,45[0].5_1,2.6,108,132
21600,45[1]_0,4.34,240,156
21600,45[1]_1,1.96,132,72
21600,46_0,3.48,156,144
21600,46_1,0.34,48,0
21600,47_0,2.17,132,84
21600,47_1,0.94,0,48
21600,48_0,2.97,84,120
21600,48_1,3.12,156,108
21600,48_2,0,0,0
21600,49[0]_0,0,0,0
21600,49[0]_1,0.23,12,12
21600,49[0]_2,0,0,0
21600,49[1]_0,0.05,12,0
21600,49[1]_1,0.19,12,12
21600,49[1]_2,0.2,0,12
21600,5_0,2,60,48
21600,5_1,7.11,120,60
21600,50[0].15_0,2.62,36,156
21600,50[0].15_1,0.67,132,0
21600,50[1]_0,3.86,144,144
21600,50[1]_1,0,0,0
21600,51_0,8.79,360,288
21600,51_1,1.47,0,48
21600,52_0,5.13,72,168
21600,52_1,2.77,216,48
21600,52_2,0.42,12,36
21600,53.4_0,8.91,372,336
21600,53.4_1,8.77,456,420
21600,53.4_2,3.49,180,156
21600,54[0]_0,4.08,204,180
21600,54[0]_1,0.43,0,12
21600,54[1]_0,3.21,168,108
21600,54[1]_1,0.48,12,24
21600,55[0]_0,3.09,120,144
21600,55[0]_1,3.16,168,120
21600,55[0]_2,0.13,12,0
21600,55[1]_0,0.81,144,0
21600,55[1]_1,4.36,120,204
21600,55[1]_2,0.23,0,0
21600,56.0.16_0,0.71,36,36
21600,56.0.16_1,1.16,60,48
21600,57_0,0.82,24,24
21600,57_1,1.38,60,36
21600,58_0,1.13,84,24
21600,58_1,1.25,60,60
21600,59_0,0.71,168,24
21600,59_1,1.4,12,24
21600,59_2,1.68,0,60
21600,6_0,7.85,276,216
21600,6_1,5.85,240,204
21600,6_2,3.01,96,192
21600,6_3,2.86,96,72
21600,6_4,1.89,144,48
21600,60_0,3.62,120,120
21600,61_0,0.14,0,12
21600,61_1,0.39,24,0
21600,62_0,0.43,36,12
21600,63_0,0.29,12,12
21600,64_0,0,0,0
21600,66.10_0,0.24,24,0
21600,66.10_1,0.2,0,12
21600,67.1_0,0.6,36,12
21600,67.1_1,0,0,0
21600,68_0,0.49,36,12
21600,68_1,0.13,0,12
21600,69_0,0.22,12,0
21600,69_1,0.27,12,12
21600,7.0.20_0,6.24,228,168
21600,7.0.20_1,3.5,0,144
21600,7.0.20_2,2.66,144,72
21600,7.0.20_3,2.72,312,60
21600,7.0.20_4,10.91,132,108
21600,70_0,0.96,48,48
21600,71_0,0.18,12,0
21600,72_0,0.46,24,24
21600,73_0,0.64,0,48
21600,73_1,0.52,72,0
21600,74_0,0.09,0,0
21600,74_1,0.14,12,12
21600,75_0,0.48,24,24
21600,75_1,0.96,48,48
21600,75_2,0,0,0
21600,76_0,1.03,48,36
21600,76_1,0.71,48,36
21600,77_0,0,0,0
21600,77_1,0.56,24,24
21600,78_0,0.05,12,0
21600,78_1,3.84,144,144
21600,79_0,0.22,12,0
21600,79_1,0.3,12,24
21600,8.0.2.13_0,2.58,192,24
21600,8.0.2.13_1,5.69,240,72
21600,8.0.2.13_2,5.27,180,372
21600,8.0.2.13_3,2.08,108,120
21600,80_0,1.15,144,36
21600,80_1,5.19,96,156
21600,81_0,0,0,0
21600,81_1,0.03,12,0
21600,81_2,0.77,24,36
21600,82_0,0,0,0
21600,82_1,0,0,0
21600,82_2,2.01,36,36
21600,83_0,0,0,0
21600,83_1,4.41,240,156
21600,83_2,1.11,24,96
21600,84_0,0.32,192,0
21600,84_1,5.16,96,252
21600,84_2,0.38,12,24
21600,85_0,8.24,156,168
21600,85_1,9.08,192,144
21600,85_2,4.41,96,108
21600,86[0]_0,4.27,144,228
21600,86[0]_1,2.22,144,60
21600,86[0]_2,1.8,108,72
21600,86[1][1]_0,5.2,168,132
21600,86[1][1]_1,1.58,48,72
21600,86[1][1]_2,4.99,84,60
21600,87_0,3.32,48,48
21600,87_1,0.7,36,24
21600,88_0,0.72,36,36
21600,88_1,0,0,0
21600,9_0,0.15,24,0
21600,9_1,0.97,96,24
21600,9_2,4.58,348,60
21600,9_3,9.93,120,324
21600,90_0,3.37,96,108
21600,90_1,1.43,84,48
21600,91_0,1.02,36,12
21600,91_1,0.84,24,12
21600,92_0,2.53,180,84
21600,92_1,3.56,84,180
21600,93_0,0,0,0
21600,93_1,0.58,24,36
21600,93_2,0.77,36,24
21600,94_0,4.68,84,96
21600,94_1,3.52,84,48
21600,94_2,10.84,96,120
21600,95_0,0,0,0
21600,95_1,0,0,0
21600,96_0,0,0,0
21600,96_1,0,0,0
21600,97_0,1.81,96,72
21600,97_1,0.11,0,12
21600,98_0,2.02,60,48
21600,98_1,0.37,12,12
21600,99_0,1.2,48,36
21600,E0_0,22.28,1536,204
21600,E0_1,55.28,0,408
21600,E0_2,48.96,0,576
21600,E0.221_0,12.56,360,384
21600,E0.221_1,12.86,300,276
21600,E1_0,5.16,252,180
21600,E1_1,0.42,24,60
21600,E10_0,1.1,48,48
21600,E10_1,0,0,0
21600,E11_0,2.13,12,12
21600,E11_1,0,0,0
21600,E12_0,3.47,36,36
21600,E12_1,3.31,12,12
21600,E13_0,2.71,96,96
21600,E13_1,0.75,24,24
21600,E15_0,1.17,24,24
21600,E18_0,5.42,228,216
21600,E18_1,0.3,12,12
21600,E19_0,6.88,240,240
21600,E19_1,11.15,408,372
21600,E19_2,5.11,168,204
21600,E2_0,6.96,384,264
21600,E2_1,0.61,0,48
21600,E2.444_0,5.96,264,264
21600,E2.444_1,2.84,144,120
21600,E20_0,3.54,84,84
21600,E21_0,3.2,72,72
21600,E3_0,23.83,2016,924
21600,E3_1,18.23,0,660
21600,E4.10_0,1.69,72,72
21600,E4.24_0,3.61,96,96
21600,E5_0,8.45,264,240
21600,E5_1,0.11,0,24
21600,E6_0,115.02,192,192
21600,E6_1,87.48,360,360
21600,E6_2,107.44,300,300
21600,E7.29_0,2.07,96,96
21600,E7.9_0,3.01,120,120
21600,E8_0,0.85,48,36
21600,E8_1,0.59,24,24
21600,E8.39_0,1.03,48,36
21600,gneE10_0,39.27,492,492
21600,gneE10_1,18.15,288,216
21600,gneE10_2,48.29,636,696
21600,gneE126_0,30.97,192,180
21600,gneE126_1,37.82,312,300
21600,gneE138_0,0,0,0
21600,gneE138_1,7.67,312,324
21600,gneE138_2,1.39,72,60
21600,gneE140_0,2.65,120,120
21600,gneE140_1,0,0,0
21600,gneE141_0,10.21,492,396
21600,gneE141_1,2.32,168,108
21600,gneE142_0,8.11,348,324
21600,gneE142_1,2.53,108,120
21600,gneE143_0,3.22,132,120
21600,gneE143_1,0,0,0
21600,gneE144_0,0,0,0
21600,gneE147_0,0,0,0
21600,gneE148_0,0.62,24,36
21600,gneE148_1,0.67,36,24
21600,gneE148_2,0,0,0
21600,gneE150_0,20.71,72,60
21600,gneE150_1,14.15,60,72
21600,gneE151_0,4.15,60,60
21600,gneE151_1,2.14,72,48
21600,gneE153_0,2.43,12,12
21600,gneE153_1,10.47,384,372
21600,gneE153_2,2.54,108,108
21600,gneE154_0,16.39,360,360
21600,gneE154_1,4.13,108,108
21600,gneE155_0,0.28,12,12
21600,gneE156_0,0,0,0
21600,gneE157_0,0,0,0
21600,gneE158_0,4.87,24,24
21600,gneE159_0,5.74,216,216
21600,gneE159_1,1.79,72,72
21600,gneE159_2,0.25,12,12
21600,gneE159_3,0,0,0
21600,gneE160_0,0,0,0
21600,gneE160_1,9.98,348,324
21600,gneE160_2,3.52,144,156
21600,gneE160_3,2.48,96,96
21600,gneE188_0,0,0,0
21600,gneE188_1,0,0,0
21600,gneE190_0,0.96,36,36
21600,gneE190_1,0,0,0
21600,gneE199_0,12.14,204,144
21600,gneE199_1,3.5,0,60
21600,gneE202_0,0.29,12,12
21600,gneE202_1,0,0,0
21600,gneE203_0,3.31,132,132
21600,gneE205_0,0,0,0
21600,gneE208_0,1.32,36,36
21600,gneE208_1,0,0,0
21600,gneE22_0,0.95,36,36
21600,gneE22_1,59.78,336,312
21600,gneE22_2,0.8,36,24
21600,gneE22_3,21.6,828,828
21600,gneE224_0,4.06,60,60
21600,gneE226_0,0,0,0
21600,gneE226_1,0,0,0
21600,gneE226_2,0,0,0
21600,gneE227_0,3.25,144,132
21600,gneE228_0,3.65,156,144
21600,gneE23_0,0.25,12,12
21600,gneE23_1,0,0,0
21600,gneE230_0,1.6,72,60
21600,gneE231_0,1.04,48,48
21600,gneE231_1,1.29,60,48
21600,gneE233_0,1.99,60,60
21600,gneE251_0,0.64,24,12
21600,gneE251_1,0.45,24,24
21600,gneE257_0,0.37,24,0
21600,gneE257_1,2.55,96,120
21600,gneE258_0,5.56,12,12
21600,gneE258_1,2.22,12,12
21600,gneE271_0,0.35,12,12
21600,gneE393_0,0,0,0
21600,gneE393_1,3.46,132,132
21600,gneE394_0,0,0,0
21600,gneE394_1,0.56,24,24
21600,gneE396_0,0,0,0
21600,gneE396_1,0.65,36,24
21600,gneE397_0,0.89,36,36
21600,gneE397_1,0,0,0
21600,gneE401_0,5.19,36,36
21600,gneE401_1,64.84,300,288
21600,gneE401_2,0.42,12,12
21600,gneE401_3,0.84,24,24
21900,1_0,4.44,180,180
21900,1_1,8.21,312,312
21900,10_0,10.02,180,312
21900,10_1,7.23,312,180
21900,100_0,1.24,48,48
21900,101_0,1.08,48,48
21900,102_0,0.71,36,36
21900,103[0]_0,7.99,252,336
21900,103[0]_1,8.35,360,276
21900,103[1].2_0,9.95,456,408
21900,103[1].2_1,7.26,264,312
21900,104.5_0,9.32,384,444
21900,104.5_1,6.96,312,288
21900,105_0,7.72,132,168
21900,105_1,15.04,276,216
21900,106_0,4.37,192,192
21900,107_0,6.14,120,132
21900,107_1,6.98,240,216
21900,108_0,41.25,120,120
21900,108_1,63.43,216,216
21900,109_0,1.69,60,60
21900,109_1,1.72,72,72
21900,11_0,5.1,144,144
21900,11_1,16.29,180,168
21900,110_0,2.89,72,96
21900,110_1,1.05,72,48
21900,111_0,3.01,156,120
21900,111_1,4.43,180,240
21900,112[0]_0,8.5,324,372
21900,112[0]_1,1.86,168,72
21900,112[1]_0,9.98,156,132
21900,112[1]_1,11.02,72,84
21900,113[0]_0,2.11,84,84
21900,113[0]_1,0,0,0
21900,113[0]_2,0,0,0
21900,113[1][0]_0,5.45,288,228
21900,113[1][0]_1,0.3,0,12
21900,113[1][0]_2,0.48,0,36
21900,114_0,1.42,24,96
21900,114_1,2.06,120,48
21900,115_0,19.97,396,240
21900,115_1,9.42,168,276
21900,116_0,23.26,1236,288
21900,116_1,31.95,0,228
21900,116_2,51.42,0,60
21900,116_3,72,0,72
21900,116_4,102.79,0,252
21900,117_0,9.16,360,384
21900,117_1,5.64,252,264
21900,117_2,5.75,288,240
21900,117_3,3.72,180,360
21900,117_4,8.07,384,180
21900,118_0,75.98,792,264
21900,118_1,96.9,0,396
21900,119_0,7.58,132,372
21900,119_1,1.32,264,24
21900,12_0,12.5,372,264
21900,12_1,8.58,336,300
21900,12_2,8.12,264,300
21900,12_3,10.33,144,204
21900,120.0.24_0,4.63,120,240
21900,120.0.24_1,1.16,156,12
21900,121_0,19.1,588,48
21900,121_1,37.45,0,444
21900,122[0]_0,1.86,0,228
21900,122[0]_1,2.77,0,180
21900,122[0]_2,6.65,516,96
21900,122[1]_0,6.59,228,372
21900,122[1]_1,11.91,540,540
21900,122[1]_2,6.25,360,204
21900,123_0,32.29,1980,600
21900,123_1,33.96,0,576
21900,123_2,56.95,0,564
21900,125_0,0.75,36,36
21900,125_1,0,0,0
21900,126_0,5.25,36,60
21900,127_0,5.24,228,240
21900,127_1,1.7,48,132
21900,127_2,7.67,396,276
21900,128_0,3.81,192,156
21900,128_1,4.17,192,180
21900,129_0,29.71,972,408
21900,129_1,80.45,0,540
21900,13.1_0,4.81,0,384
21900,13.1_1,4.72,0,312
21900,13.1_2,5.8,0,276
21900,13.1_3,8.81,1104,144
21900,130_0,0.3,12,12
21900,130_1,1.06,48,48
21900,131_0,37.37,552,192
21900,131_1,88.18,0,408
21900,132_0,39.74,696,312
21900,132_1,89.36,0,432
21900,133_0,0.7,36,36
21900,133_1,0,0,0
21900,134.7_0,0.28,12,12
21900,134.7_1,0.03,0,0
21900,134.7_2,0.12,12,12
21900,135.7_0,5.43,168,336
21900,135.7_1,3.96,228,132
21900,135.7_2,2,108,60
21900,136_0,11.36,1368,180
21900,136_1,32.78,0,1152
21900,137.5_0,0.64,24,24
21900,137.5_1,0,0,0
21900,138_0,6.74,252,192
21900,139_0,3.55,84,108
21900,14.3_0,0.74,24,48
21900,14.3_1,2.25,84,84
21900,140_0,9.14,372,444
21900,140_1,6.84,300,324
21900,140_2,7.81,336,444
21900,140_3,11.08,600,312
21900,141_0,33.09,1080,456
21900,141_1,21.32,0,504
21900,142_0,5.67,552,120
21900,142_1,11.14,0,228
21900,142_2,5.63,0,204
21900,143.4_0,10.87,108,324
21900,143.4_1,5.76,312,156
21900,143.4_2,2.35,120,108
21900,144_0,0.49,12,24
21900,144_1,1.53,84,60
21900,144_2,11.27,456,456
21900,144.283_0,13.76,288,360
21900,144.283_1,12.82,480,348
21900,144.283_2,6.71,264,300
21900,144.312_0,6.81,180,288
21900,144.312_1,6.09,288,192
21900,144.312_2,0,0,0
21900,145_0,9.9,432,252
21900,145_1,4.15,0,132
21900,145_2,0.79,0,48
21900,146_0,3.92,156,120
21900,146_1,2.93,96,132
21900,147_0,87.27,1188,420
21900,147_1,101.08,0,384
21900,147_2,93.6,0,384
21900,148_0,5.16,240,252
21900,148_1,2.57,120,120
21900,148_2,1.1,60,48
21900,149_0,10.97,372,336
21900,149_1,19.06,420,204
21900,149_2,41.24,420,480
21900,15_0,3.79,156,144
21900,15_1,1.75,36,72
21900,150_0,6.52,240,216
21900,150_1,2.74,48,120
21900,150_2,1.51,108,60
21900,151_0,5.78,240,360
21900,151_1,7.17,456,132
21900,151_2,15,420,396
21900,151_3,49.16,132,312
21900,152_0,8.13,216,192
21900,152_1,1.61,132,48
21900,152_2,0.12,0,48
21900,152_3,0,0,0
21900,153_0,6.38,408,72
21900,153_1,13.94,480,708
21900,153_2,9.34,444,492
21900,154.7_0,7.98,300,216
21900,154.7_1,1.65,96,132
21900,154.7_2,0,0,0
21900,155[0].4_0,0.29,36,0
21900,155[0].4_1,33.88,732,384
21900,155[0].4_2,11.07,132,384
21900,155[0].4_3,17.89,408,420
21900,155[1]_0,0.51,12,0
21900,155[1]_1,30.14,816,696
21900,155[1]_2,17.19,432,492
21900,155[1]_3,11.87,372,468
21900,156[0]_0,16.93,228,204
21900,156[0]_1,7.33,108,120
21900,156[0]_2,1.88,12,12
21900,156[0]_3,0.13,0,12
21900,156[1]_0,5.7,204,336
21900,156[1]_1,3.1,120,84
21900,156[1]_2,1.23,24,0
21900,156[1]_3,0.08,120,0
21900,157_0,28.68,696,1152
21900,157_1,5.72,492,96
21900,157_2,10.3,480,444
21900,158_0,2.78,0,228
21900,158_1,4.48,300,108
21900,158_2,0.92,72,12
21900,16_0,4.73,144,144
21900,16_1,2.74,120,108
21900,161_0,15.69,492,516
21900,161_1,5.88,264,228
21900,163_0,5.57,60,60
21900,164_0,2.76,120,120
21900,165_0,58.6,540,456
21900,165_1,3.57,0,120
21900,166_0,2.71,120,96
21900,166_1,0.41,12,36
21900,167_0,61.74,408,372
21900,167_1,39.4,252,276
21900,168_0,34.09,24,24
21900,168_1,18.08,12,12
21900,17_0,1.5,72,0
21900,17_1,1.05,36,108
21900,172_0,0.61,24,24
21900,173_0,18.1,84,48
21900,173_1,12.01,24,36
21900,175_0,10.17,360,396
21900,175_1,5.58,204,168
21900,18_0,7.45,96,228
21900,18_1,5.87,300,192
21900,181[1][1][0].32.3_0,0.89,36,36
21900,181[1][1][0].32.3_1,6.15,684,0
21900,181[1][1][0].32.3_2,24.71,132,324
21900,181[1][1][0].32.3_3,17.43,324,828
21900,181[1][1][1][0]_0,1.2,36,36
21900,181[1][1][1][0]_1,0,0,0
21900,181[1][1][1][0]_2,1.68,36,36
21900,181[1][1][1][0]_3,18.22,564,564
21900,181[1][1][1][1][0]_0,1.15,36,36
21900,181[1][1][1][1][0]_1,0,0,0
21900,181[1][1][1][1][0]_2,1.59,36,36
21900,181[1][1][1][1][0]_3,17.53,564,564
21900,181[1][1][1][1][1][0]_0,1.18,36,36
21900,181[1][1][1][1][1][0]_1,0,0,0
21900,181[1][1][1][1][1][0]_2,1.77,36,36
21900,181[1][1][1][1][1][0]_3,1.56,48,48
21900,181[1][1][1][1][1][0].76_0,0.69,0,36
21900,181[1][1][1][1][1][0].76_1,67.4,624,636
21900,181[1][1][1][1][1][0].76_2,9.06,456,168
21900,181[1][1][1][1][1][0].76_3,30.9,744,1044
21900,182_0,13.03,372,372
21900,182_1,8.71,264,264
21900,183.8_0,8.23,252,192
21900,183.8_1,2.13,60,108
21900,184_0,4.93,24,288
21900,184_1,6.75,492,276
21900,185_0,0.53,24,24
21900,186_0,0.02,12,0
21900,186_1,0.29,0,12
21900,187_0,1.05,48,48
21900,19_0,0.63,12,24
21900,19_1,1.51,60,24
21900,2_0,3.4,216,144
21900,2_1,5.15,108,180
21900,20_0,6.33,48,276
21900,20_1,3.35,360,96
21900,21_0,0.81,36,36
21900,21_1,0,0,0
21900,22_0,44.84,468,288
21900,22_1,6.73,204,276
21900,24_0,0,0,0
21900,24_1,0,0,0
21900,25[0]_0,2.11,60,60
21900,25[0]_1,0.84,36,36
21900,25[1]_0,1.38,60,12
21900,25[1]_1,2.59,60,84
21900,26_0,42.83,264,360
21900,26_1,54.69,756,360
21900,27_0,1.23,12,60
21900,27_1,1.76,120,60
21900,28_0,21.28,168,276
21900,28_1,25.17,648,288
21900,29_0,4.73,132,120
21900,29_1,0.93,12,24
21900,30_0,55.07,492,384
