time,lane_ids,laneDensity,inflow,outflow
30600,117_2,1.28,72,60
30600,117_3,0.49,24,24
30600,117_4,0,0,0
30600,118_0,127.14,0,0
30600,118_1,136.22,0,0
30600,119_0,2.99,0,180
30600,119_1,0.83,144,12
30600,12_0,0.99,24,36
30600,12_1,0.19,12,0
30600,12_2,0.44,36,12
30600,12_3,0.64,0,24
30600,120.0.24_0,0.29,0,12
30600,120.0.24_1,0.09,24,0
30600,121_0,80.88,528,108
30600,121_1,127.14,0,504
30600,122[0]_0,0,0,0
30600,122[0]_1,0,0,0
30600,122[0]_2,0,0,0
30600,122[1]_0,0,0,0
30600,122[1]_1,0,0,0
30600,122[1]_2,0,0,0
30600,123_0,134.49,264,0
30600,123_1,127.9,0,0
30600,123_2,108.21,0,0
30600,125_0,0,0,0
30600,125_1,0,0,0
30600,126_0,1.41,60,60
30600,127_0,0,0,0
30600,127_1,0,0,0
30600,127_2,0,0,0
30600,128_0,0,0,0
30600,128_1,0,0,0
30600,129_0,53.81,0,0
30600,129_1,114.34,0,0
30600,13.1_0,0.33,0,24
30600,13.1_1,0.28,0,12
30600,13.1_2,0.52,0,36
30600,13.1_3,0.31,60,0
30600,130_0,0,0,0
30600,130_1,0,0,0
30600,131_0,72.86,0,0
30600,131_1,145.71,0,0
30600,132_0,81.85,0,0
30600,132_1,114.59,0,0
30600,133_0,0,0,0
30600,133_1,0,0,0
30600,134.7_0,0,0,0
30600,134.7_1,0,0,0
30600,134.7_2,0,0,0
30600,135.7_0,0,0,0
30600,135.7_1,0,0,0
30600,135.7_2,0,0,0
30600,136_0,39.01,0,0
30600,136_1,123.53,0,0
30600,137.5_0,0,0,0
30600,137.5_1,0,0,0
30600,138_0,0,0,0
30600,139_0,0,0,0
30600,14.3_0,0,0,0
30600,14.3_1,42.41,0,0
30600,140_0,0,0,0
30600,140_1,0,0,0
30600,140_2,0,0,0
30600,140_3,0,0,0
30600,141_0,135.3,0,0
30600,141_1,139.52,0,0
30600,142_0,46.9,0,0
30600,142_1,117.25,0,0
30600,142_2,128.98,0,0
30600,143.4_0,0,0,0
30600,143.4_1,0,0,0
30600,143.4_2,0,0,0
30600,144_0,14.62,0,0
30600,144_1,32.89,0,0
30600,144_2,138.87,0,0
30600,144.283_0,135.48,0,0
30600,144.283_1,145.64,0,0
30600,144.283_2,145.64,0,0
30600,144.312_0,180.83,0,0
30600,144.312_1,120.55,0,0
30600,144.312_2,120.55,0,0
30600,145_0,158.2,0,0
30600,145_1,0,0,0
30600,145_2,0,0,0
30600,146_0,149.25,0,0
30600,146_1,149.25,0,0
30600,147_0,116.81,0,0
30600,147_1,125.15,0,0
30600,147_2,141.84,0,0
30600,148_0,0.55,12,12
30600,148_1,0.22,12,12
30600,148_2,0,0,0
30600,149_0,123.4,0,0
30600,149_1,141.91,0,0
30600,149_2,141.91,0,0
30600,15_0,0,0,0
30600,15_1,0,0,0
30600,150_0,0.08,0,12
30600,150_1,0.14,0,12
30600,150_2,0.27,24,0
30600,151_0,11.09,132,0
30600,151_1,25.03,0,0
30600,151_2,131.23,0,0
30600,151_3,136.27,0,0
30600,152_0,0,0,0
30600,152_1,0,0,0
30600,152_2,0,0,0
30600,152_3,0,0,0
30600,153_0,111.21,12,0
30600,153_1,103.57,0,0
30600,153_2,138.7,0,0
30600,154.7_0,0,0,0
30600,154.7_1,0,0,0
30600,154.7_2,0,0,0
30600,155[0].4_0,149.39,0,0
30600,155[0].4_1,121.38,0,0
30600,155[0].4_2,135.39,0,0
30600,155[0].4_3,140.06,0,0
30600,155[1]_0,0,0,0
30600,155[1]_1,101.78,0,0
30600,155[1]_2,152.67,0,0
30600,155[1]_3,152.67,0,0
30600,156[0]_0,0,0,0
30600,156[0]_1,0,0,0
30600,156[0]_2,0,0,0
30600,156[0]_3,0,0,0
30600,156[1]_0,0,0,0
30600,156[1]_1,0,0,0
30600,156[1]_2,0,0,0
30600,156[1]_3,0,0,0
30600,157_0,0,0,0
30600,157_1,0,0,0
30600,157_2,140.58,0,0
30600,158_0,0,0,0
30600,158_1,0,0,0
30600,158_2,0,0,0
30600,16_0,25.73,0,0
30600,16_1,0,0,0
30600,161_0,114.29,0,0
30600,161_1,85.71,0,0
30600,163_0,125.83,0,0
30600,164_0,0,0,0
30600,165_0,129.71,0,0
30600,165_1,99.78,0,0
30600,166_0,0,0,0
30600,166_1,0,0,0
30600,167_0,198.41,0,0
30600,167_1,132.28,0,0
30600,168_0,0,0,0
30600,168_1,0,0,0
30600,17_0,0,0,0
30600,17_1,0,0,0
30600,172_0,0,0,0
30600,173_0,0,0,0
30600,173_1,0,0,0
30600,175_0,142.29,0,0
30600,175_1,85.37,0,0
30600,18_0,0,0,0
30600,18_1,0,0,0
30600,181[1][1][0].32.3_0,0,0,0
30600,181[1][1][0].32.3_1,113.79,0,0
30600,181[1][1][0].32.3_2,91.03,0,0
30600,181[1][1][0].32.3_3,159.31,0,0
30600,181[1][1][1][0]_0,0,0,0
30600,181[1][1][1][0]_1,0,0,0
30600,181[1][1][1][0]_2,0,0,0
30600,181[1][1][1][0]_3,0,0,0
30600,181[1][1][1][1][0]_0,0,0,0
30600,181[1][1][1][1][0]_1,0,0,0
30600,181[1][1][1][1][0]_2,0,0,0
30600,181[1][1][1][1][0]_3,0,0,0
30600,181[1][1][1][1][1][0]_0,0,0,0
30600,181[1][1][1][1][1][0]_1,0,0,0
30600,181[1][1][1][1][1][0]_2,0,0,0
30600,181[1][1][1][1][1][0]_3,0,0,0
30600,181[1][1][1][1][1][0].76_0,0,0,0
30600,181[1][1][1][1][1][0].76_1,95.54,0,0
30600,181[1][1][1][1][1][0].76_2,47.77,0,0
30600,181[1][1][1][1][1][0].76_3,31.85,0,0
30600,182_0,0,0,0
30600,182_1,0,0,0
30600,183.8_0,0,0,0
30600,183.8_1,0,0,0
30600,184_0,0,0,0
30600,184_1,0,0,0
30600,185_0,7.7,0,0
30600,186_0,0,0,0
30600,186_1,0,0,0
30600,187_0,0,0,0
30600,19_0,0,0,0
30600,19_1,10.18,0,0
30600,2_0,0,0,0
30600,2_1,0.49,24,24
30600,20_0,0,0,0
30600,20_1,0,0,0
30600,21_0,0,0,0
30600,21_1,0,0,0
30600,22_0,125.84,0,0
30600,22_1,16.41,0,0
30600,24_0,0,0,0
30600,24_1,0,0,0
30600,25[0]_0,0,0,0
30600,25[0]_1,0,0,0
30600,25[1]_0,0,0,0
30600,25[1]_1,0,0,0
30600,26_0,130.15,0,0
30600,26_1,40.19,0,0
30600,27_0,0,0,0
30600,27_1,0,0,0
30600,28_0,124.7,0,0
30600,28_1,124.7,0,0
30600,29_0,0,0,0
30600,29_1,0,0,0
30600,30_0,135.3,0,0
30600,30_1,62.45,0,0
30600,31_0,0,0,0
30600,31_1,0,0,0
30600,32_0,131.39,0,0
30600,32_1,120.8,0,0
30600,33_0,0,0,0
30600,33_1,0,0,0
30600,34_0,146.23,0,0
30600,34_1,135.59,0,0
30600,35_0,54.77,0,0
30600,35_1,109.54,0,0
30600,35_2,41.08,0,0
30600,35_3,20.54,0,0
30600,35_4,6.85,0,0
30600,37[0]_0,0,0,0
30600,37[0]_1,0,0,0
30600,38.9_0,133.68,0,0
30600,38.9_1,138.29,0,0
30600,39.68_0,0,0,0
30600,39.68_1,0,0,0
30600,3[0]_0,144.54,0,0
30600,3[0]_1,140.88,0,0
30600,3[0]_2,144.54,0,0
30600,3[1]_0,141.15,0,0
30600,3[1]_1,136.11,0,0
30600,3[1]_2,146.19,0,0
30600,4_0,37.05,0,0
30600,4_1,29.64,0,0
30600,4_2,133.37,0,0
30600,40_0,133.77,0,0
30600,40_1,133.77,0,0
30600,40_2,30.21,0,0
30600,40_3,51.78,0,0
30600,41.3_0,118.08,0,0
30600,41.3_1,132.84,0,0
30600,41.3_2,0,0,0
30600,41.3_3,0,0,0
30600,42.0_0,151.29,0,0
30600,42.0_1,162.92,0,0
30600,42.0_2,116.37,0,0
30600,42.0_3,128.01,0,0
30600,43[0].45_0,136.52,0,0
30600,43[0].45_1,150.17,0,0
30600,44_0,6.52,0,0
30600,44_1,13.05,0,0
30600,44_2,156.57,0,0
30600,45[0].5_0,0,0,0
30600,45[0].5_1,0,0,0
30600,45[1]_0,0,0,0
30600,45[1]_1,0,0,0
30600,46_0,123.54,0,0
30600,46_1,49.42,0,0
30600,47_0,132.63,0,0
30600,47_1,0,0,0
30600,48_0,135.59,0,0
30600,48_1,169.49,0,0
30600,48_2,67.8,0,0
30600,49[0]_0,0,0,0
30600,49[0]_1,0,0,0
30600,49[0]_2,0,0,0
30600,49[1]_0,0,0,0
30600,49[1]_1,0,0,0
30600,49[1]_2,0,0,0
30600,5_0,154.05,0,0
30600,5_1,121.04,0,0
30600,50[0].15_0,53.11,0,0
30600,50[0].15_1,0,0,0
30600,50[1]_0,234.19,0,0
30600,50[1]_1,0,0,0
30600,51_0,4.09,156,132
30600,51_1,0.39,0,24
30600,52_0,21.38,0,0
30600,52_1,0,0,0
30600,52_2,0,0,0
30600,53.4_0,135.32,0,0
30600,53.4_1,130.31,0,0
30600,53.4_2,150.36,0,0
30600,54[0]_0,128.79,0,0
30600,54[0]_1,123.84,0,0
30600,54[1]_0,113.31,0,0
30600,54[1]_1,140.66,0,0
30600,55[0]_0,0,0,0
30600,55[0]_1,124.97,0,0
30600,55[0]_2,124.97,0,0
30600,55[1]_0,0,0,0
30600,55[1]_1,121.76,0,0
30600,55[1]_2,142.94,0,0
30600,56.0.16_0,1.55,84,72
30600,56.0.16_1,0.76,24,36
30600,57_0,0,0,0
30600,57_1,0,0,0
30600,58_0,83.24,72,0
30600,58_1,0.68,36,24
30600,59_0,0,0,0
30600,59_1,0,0,0
30600,59_2,0,0,0
30600,6_0,0.28,0,24
30600,6_1,0.17,0,0
30600,6_2,0.12,0,0
30600,6_3,0.1,0,0
30600,6_4,0.07,24,0
30600,60_0,0,0,0
30600,61_0,0,0,0
30600,61_1,0,0,0
30600,62_0,0,0,0
30600,63_0,0,0,0
30600,64_0,11.9,0,0
30600,66.10_0,0,0,0
30600,66.10_1,0,0,0
30600,67.1_0,0,0,0
30600,67.1_1,0,0,0
30600,68_0,6.65,0,0
30600,68_1,0,0,0
30600,69_0,134.49,0,0
30600,69_1,0,0,0
30600,7.0.20_0,3.22,24,168
30600,7.0.20_1,2.12,0,132
30600,7.0.20_2,3.28,0,84
30600,7.0.20_3,3.07,408,24
30600,7.0.20_4,3.64,120,144
30600,70_0,0,0,0
30600,71_0,0,0,0
30600,72_0,131.32,0,0
30600,73_0,147.28,0,0
30600,73_1,101.26,0,0
30600,74_0,0,0,0
30600,74_1,0,0,0
30600,75_0,153.46,0,0
30600,75_1,142.5,0,0
30600,75_2,43.85,0,0
30600,76_0,0,0,0
30600,76_1,35.23,0,0
30600,77_0,0,0,0
30600,77_1,0,0,0
30600,78_0,0,0,0
30600,78_1,0,0,0
30600,79_0,0,0,0
30600,79_1,0,0,0
30600,8.0.2.13_0,0.12,24,0
30600,8.0.2.13_1,0.29,0,12
30600,8.0.2.13_2,0.06,0,12
30600,8.0.2.13_3,0,0,0
30600,80_0,0,0,0
30600,80_1,0,0,0
30600,81_0,0,0,0
30600,81_1,0,0,0
30600,81_2,0,0,0
30600,82_0,8.66,0,0
30600,82_1,0,0,0
30600,82_2,0,0,0
30600,83_0,0,0,0
30600,83_1,0,0,0
30600,83_2,0,0,0
30600,84_0,0,0,0
30600,84_1,0,0,0
30600,84_2,0,0,0
30600,85_0,0,0,0
30600,85_1,29.5,0,0
30600,85_2,29.5,0,0
30600,86[0]_0,0,0,0
30600,86[0]_1,142.46,0,0
30600,86[0]_2,142.46,0,0
30600,86[1][1]_0,0,0,0
30600,86[1][1]_1,134.72,0,0
30600,86[1][1]_2,146.44,0,0
30600,87_0,0,0,0
30600,87_1,0,0,0
30600,88_0,0,0,0
30600,88_1,0,0,0
30600,9_0,0,0,0
30600,9_1,0.05,12,0
30600,9_2,0.19,12,0
30600,9_3,2.75,0,0
30600,90_0,0,0,0
30600,90_1,0,0,0
30600,91_0,0,0,0
30600,91_1,0,0,0
30600,92_0,0,0,0
30600,92_1,0,0,0
30600,93_0,0,0,0
30600,93_1,0,0,0
30600,93_2,0,0,0
30600,94_0,0,0,0
30600,94_1,0,0,0
30600,94_2,0,0,0
30600,95_0,0,0,0
30600,95_1,0,0,0
30600,96_0,0,0,0
30600,96_1,36.72,0,0
30600,97_0,0,0,0
30600,97_1,0,0,0
30600,98_0,0,0,0
30600,98_1,0,0,0
30600,99_0,0,0,0
30600,E0_0,73.16,0,0
30600,E0_1,119.72,0,0
30600,E0_2,146.33,0,0
30600,E0.221_0,141.76,0,0
30600,E0.221_1,141.76,0,0
30600,E1_0,0,0,0
30600,E1_1,0,0,0
30600,E10_0,0,0,0
30600,E10_1,0,0,0
30600,E11_0,0,0,0
30600,E11_1,0,0,0
30600,E12_0,0,0,0
30600,E12_1,0,0,0
30600,E13_0,0,0,0
30600,E13_1,0,0,0
30600,E15_0,0,0,0
30600,E18_0,0,0,0
30600,E18_1,0,0,0
30600,E19_0,78.68,0,0
30600,E19_1,67.11,0,0
30600,E19_2,94.88,0,0
30600,E2_0,0,0,0
30600,E2_1,0,0,0
30600,E2.444_0,0,0,0
30600,E2.444_1,0,0,0
30600,E20_0,0,0,0
30600,E21_0,0,0,0
30600,E3_0,26.1,2016,1200
30600,E3_1,21.49,0,912
30600,E4.10_0,0,0,0
30600,E4.24_0,0,0,0
30600,E5_0,0,0,0
30600,E5_1,0,0,0
30600,E6_0,0,0,0
30600,E6_1,0,0,0
30600,E6_2,0,0,0
30600,E7.29_0,0,0,0
30600,E7.9_0,0,0,0
30600,E8_0,0,0,0
30600,E8_1,0,0,0
30600,E8.39_0,0,0,0
30600,gneE10_0,209.42,0,0
30600,gneE10_1,209.42,0,0
30600,gneE10_2,209.42,0,0
30600,gneE126_0,137.63,0,0
30600,gneE126_1,157.29,0,0
30600,gneE138_0,0,0,0
30600,gneE138_1,0,0,0
30600,gneE138_2,0,0,0
30600,gneE140_0,184.79,0,0
30600,gneE140_1,132,0,0
30600,gneE141_0,0,0,0
30600,gneE141_1,0,0,0
30600,gneE142_0,134.54,0,0
30600,gneE142_1,151.36,0,0
30600,gneE143_0,131.58,0,0
30600,gneE143_1,131.58,0,0
30600,gneE144_0,0,0,0
30600,gneE147_0,0,0,0
30600,gneE148_0,170.26,0,0
30600,gneE148_1,170.26,0,0
30600,gneE148_2,0,0,0
30600,gneE150_0,145.56,0,0
30600,gneE150_1,188.86,0,0
30600,gneE151_0,78.68,0,0
30600,gneE151_1,67.11,0,0
30600,gneE153_0,0,0,0
30600,gneE153_1,0,0,0
30600,gneE153_2,0,0,0
30600,gneE154_0,0,0,0
30600,gneE154_1,0,0,0
30600,gneE155_0,0,0,0
30600,gneE156_0,0,0,0
30600,gneE157_0,0,0,0
30600,gneE158_0,0,0,0
30600,gneE159_0,0,0,0
30600,gneE159_1,0,0,0
30600,gneE159_2,0,0,0
30600,gneE159_3,0,0,0
30600,gneE160_0,218.34,0,0
30600,gneE160_1,145.56,0,0
30600,gneE160_2,67.11,0,0
30600,gneE160_3,67.11,0,0
30600,gneE188_0,0,0,0
30600,gneE188_1,0,0,0
30600,gneE190_0,0,0,0
30600,gneE190_1,0,0,0
30600,gneE199_0,0,0,0
30600,gneE199_1,0,0,0
30600,gneE202_0,0,0,0
30600,gneE202_1,0,0,0
30600,gneE203_0,0,0,0
30600,gneE205_0,0,0,0
30600,gneE208_0,0,0,0
30600,gneE208_1,0,0,0
30600,gneE22_0,0,0,0
30600,gneE22_1,157.18,0,0
30600,gneE22_2,31.44,0,0
30600,gneE22_3,0,0,0
30600,gneE224_0,184.84,0,0
30600,gneE226_0,0,0,0
30600,gneE226_1,0,0,0
30600,gneE226_2,0,0,0
30600,gneE227_0,148.34,0,0
30600,gneE228_0,129.72,0,0
30600,gneE23_0,0,0,0
30600,gneE23_1,0,0,0
30600,gneE230_0,0,0,0
30600,gneE231_0,0,0,0
30600,gneE231_1,0,0,0
30600,gneE233_0,0,0,0
30600,gneE251_0,0,0,0
30600,gneE251_1,0,0,0
30600,gneE257_0,0,0,0
30600,gneE257_1,0,0,0
30600,gneE258_0,0,0,0
30600,gneE258_1,0,0,0
30600,gneE271_0,0,0,0
30600,gneE393_0,0,0,0
30600,gneE393_1,0,0,0
30600,gneE394_0,0,0,0
30600,gneE394_1,0,0,0
30600,gneE396_0,0,0,0
30600,gneE396_1,147.18,0,0
30600,gneE397_0,0,0,0
30600,gneE397_1,0,0,0
30600,gneE401_0,0,0,0
30600,gneE401_1,67.11,0,0
30600,gneE401_2,0,0,0
30600,gneE401_3,0,0,0
30900,1_0,131.13,0,0
30900,1_1,157.36,0,0
30900,10_0,149.5,0,0
30900,10_1,149.5,0,0
30900,100_0,0,0,0
30900,101_0,0,0,0
30900,102_0,0,0,0
30900,103[0]_0,128.45,0,0
30900,103[0]_1,160.57,0,0
30900,103[1].2_0,140.39,0,0
30900,103[1].2_1,154.43,0,0
30900,104.5_0,139.67,0,0
30900,104.5_1,145.26,0,0
30900,105_0,0,0,0
30900,105_1,0,0,0
30900,106_0,0,0,0
30900,107_0,0,0,0
30900,107_1,0,0,0
30900,108_0,0,0,0
30900,108_1,0,0,0
30900,109_0,0,0,0
30900,109_1,0,0,0
30900,11_0,0,0,0
30900,11_1,1.63,24,12
30900,110_0,0,0,0
30900,110_1,0,0,0
30900,111_0,0,0,0
30900,111_1,0,0,0
30900,112[0]_0,0,0,0
30900,112[0]_1,0,0,0
30900,112[1]_0,0,0,0
30900,112[1]_1,0,0,0
30900,113[0]_0,0,0,0
30900,113[0]_1,0,0,0
30900,113[0]_2,0,0,0
30900,113[1][0]_0,13.78,0,0
30900,113[1][0]_1,0,0,0
30900,113[1][0]_2,0,0,0
30900,114_0,0,0,0
30900,114_1,0,0,0
30900,115_0,132.62,0,0
30900,115_1,140.42,0,0
30900,116_0,96.91,0,0
30900,116_1,96.91,0,0
30900,116_2,88.48,0,0
30900,116_3,84.27,0,0
30900,116_4,109.55,0,0
30900,117_0,4.06,168,204
30900,117_1,1.79,84,96
30900,117_2,1.94,120,72
30900,117_3,0.47,24,24
30900,117_4,0,0,0
30900,118_0,127.14,0,0
30900,118_1,136.22,0,0
30900,119_0,2.06,0,132
30900,119_1,0.55,120,12
30900,12_0,0.77,24,24
30900,12_1,0.55,36,12
30900,12_2,0.35,0,12
30900,12_3,0.06,0,24
30900,120.0.24_0,0.34,0,24
30900,120.0.24_1,0.03,12,0
30900,121_0,81.84,648,36
30900,121_1,129.92,0,480
30900,122[0]_0,0,0,0
30900,122[0]_1,0,0,0
30900,122[0]_2,0,0,0
30900,122[1]_0,0,0,0
30900,122[1]_1,0,0,0
30900,122[1]_2,0,0,0
30900,123_0,135.5,36,0
30900,123_1,129.83,0,0
30900,123_2,111.07,0,0
30900,125_0,0,0,0
30900,125_1,0,0,0
30900,126_0,1.55,72,60
30900,127_0,0,0,0
30900,127_1,0,0,0
30900,127_2,0,0,0
30900,128_0,0,0,0
30900,128_1,0,0,0
30900,129_0,53.81,0,0
30900,129_1,114.34,0,0
30900,13.1_0,0.4,0,24
30900,13.1_1,0.41,0,36
30900,13.1_2,0.25,0,0
30900,13.1_3,0.23,60,0
30900,130_0,0,0,0
30900,130_1,0,0,0
30900,131_0,72.86,0,0
30900,131_1,145.71,0,0
30900,132_0,81.85,0,0
30900,132_1,114.59,0,0
30900,133_0,0,0,0
30900,133_1,0,0,0
30900,134.7_0,0,0,0
30900,134.7_1,0,0,0
30900,134.7_2,0,0,0
30900,135.7_0,0,0,0
30900,135.7_1,0,0,0
30900,135.7_2,0,0,0
30900,136_0,39.01,0,0
30900,136_1,123.53,0,0
30900,137.5_0,0,0,0
30900,137.5_1,0,0,0
30900,138_0,0,0,0
30900,139_0,0,0,0
30900,14.3_0,0,0,0
30900,14.3_1,42.41,0,0
30900,140_0,0,0,0
30900,140_1,0,0,0
30900,140_2,0,0,0
30900,140_3,0,0,0
30900,141_0,135.3,0,0
30900,141_1,139.52,0,0
30900,142_0,46.9,0,0
30900,142_1,117.25,0,0
30900,142_2,128.98,0,0
30900,143.4_0,0,0,0
30900,143.4_1,0,0,0
30900,143.4_2,0,0,0
30900,144_0,14.62,0,0
30900,144_1,32.89,0,0
30900,144_2,138.87,0,0
30900,144.283_0,135.48,0,0
30900,144.283_1,145.64,0,0
30900,144.283_2,145.64,0,0
30900,144.312_0,180.83,0,0
30900,144.312_1,120.55,0,0
30900,144.312_2,120.55,0,0
30900,145_0,158.2,0,0
30900,145_1,0,0,0
30900,145_2,0,0,0
30900,146_0,149.25,0,0
30900,146_1,149.25,0,0
30900,147_0,116.81,0,0
30900,147_1,125.15,0,0
30900,147_2,141.84,0,0
30900,148_0,1.38,60,84
30900,148_1,0.16,12,0
30900,148_2,0,0,0
30900,149_0,123.4,0,0
30900,149_1,141.91,0,0
30900,149_2,141.91,0,0
30900,15_0,0,0,0
30900,15_1,0,0,0
30900,150_0,0.48,0,60
30900,150_1,0.72,0,12
30900,150_2,0.68,84,0
30900,151_0,27.25,120,0
30900,151_1,38.23,0,0
30900,151_2,131.23,0,0
30900,151_3,136.27,0,0
30900,152_0,0,0,0
30900,152_1,0,0,0
30900,152_2,0,0,0
30900,152_3,0,0,0
30900,153_0,111.51,0,0
30900,153_1,103.35,0,0
30900,153_2,138.7,0,0
30900,154.7_0,0,0,0
30900,154.7_1,0,0,0
30900,154.7_2,0,0,0
30900,155[0].4_0,149.39,0,0
30900,155[0].4_1,121.38,0,0
30900,155[0].4_2,135.39,0,0
30900,155[0].4_3,140.06,0,0
30900,155[1]_0,0,0,0
30900,155[1]_1,101.78,0,0
30900,155[1]_2,152.67,0,0
30900,155[1]_3,152.67,0,0
30900,156[0]_0,0,0,0
30900,156[0]_1,0,0,0
30900,156[0]_2,0,0,0
30900,156[0]_3,0,0,0
30900,156[1]_0,0,0,0
30900,156[1]_1,0,0,0
30900,156[1]_2,0,0,0
30900,156[1]_3,0,0,0
30900,157_0,0,0,0
30900,157_1,0,0,0
30900,157_2,140.58,0,0
30900,158_0,0,0,0
30900,158_1,0,0,0
30900,158_2,0,0,0
30900,16_0,25.73,0,0
30900,16_1,0,0,0
30900,161_0,114.29,0,0
30900,161_1,85.71,0,0
30900,163_0,125.83,0,0
30900,164_0,0,0,0
30900,165_0,129.71,0,0
30900,165_1,99.78,0,0
30900,166_0,0,0,0
30900,166_1,0,0,0
30900,167_0,198.41,0,0
30900,167_1,132.28,0,0
30900,168_0,0,0,0
30900,168_1,0,0,0
30900,17_0,0,0,0
30900,17_1,0,0,0
30900,172_0,0,0,0
30900,173_0,0,0,0
30900,173_1,0,0,0
30900,175_0,142.29,0,0
30900,175_1,85.37,0,0
30900,18_0,0,0,0
30900,18_1,0,0,0
30900,181[1][1][0].32.3_0,0,0,0
30900,181[1][1][0].32.3_1,113.79,0,0
30900,181[1][1][0].32.3_2,91.03,0,0
30900,181[1][1][0].32.3_3,159.31,0,0
30900,181[1][1][1][0]_0,0,0,0
30900,181[1][1][1][0]_1,0,0,0
30900,181[1][1][1][0]_2,0,0,0
30900,181[1][1][1][0]_3,0,0,0
30900,181[1][1][1][1][0]_0,0,0,0
30900,181[1][1][1][1][0]_1,0,0,0
30900,181[1][1][1][1][0]_2,0,0,0
30900,181[1][1][1][1][0]_3,0,0,0
30900,181[1][1][1][1][1][0]_0,0,0,0
30900,181[1][1][1][1][1][0]_1,0,0,0
30900,181[1][1][1][1][1][0]_2,0,0,0
30900,181[1][1][1][1][1][0]_3,0,0,0
30900,181[1][1][1][1][1][0].76_0,0,0,0
30900,181[1][1][1][1][1][0].76_1,95.54,0,0
30900,181[1][1][1][1][1][0].76_2,47.77,0,0
30900,181[1][1][1][1][1][0].76_3,31.85,0,0
30900,182_0,0,0,0
30900,182_1,0,0,0
30900,183.8_0,0,0,0
30900,183.8_1,0,0,0
30900,184_0,0,0,0
30900,184_1,0,0,0
30900,185_0,7.7,0,0
30900,186_0,0,0,0
30900,186_1,0,0,0
30900,187_0,0,0,0
30900,19_0,0,0,0
30900,19_1,10.18,0,0
30900,2_0,0,0,0
30900,2_1,0.59,24,24
30900,20_0,0,0,0
30900,20_1,0,0,0
30900,21_0,0,0,0
30900,21_1,0,0,0
30900,22_0,125.84,0,0
30900,22_1,16.41,0,0
30900,24_0,0,0,0
30900,24_1,0,0,0
30900,25[0]_0,0,0,0
30900,25[0]_1,0,0,0
30900,25[1]_0,0,0,0
30900,25[1]_1,0,0,0
30900,26_0,130.15,0,0
30900,26_1,40.19,0,0
30900,27_0,0,0,0
30900,27_1,0,0,0
30900,28_0,124.7,0,0
30900,28_1,124.7,0,0
30900,29_0,0,0,0
30900,29_1,0,0,0
30900,30_0,135.3,0,0
30900,30_1,62.45,0,0
30900,31_0,0,0,0
30900,31_1,0,0,0
30900,32_0,131.39,0,0
30900,32_1,120.8,0,0
30900,33_0,0,0,0
30900,33_1,0,0,0
30900,34_0,146.23,0,0
30900,34_1,135.59,0,0
30900,35_0,54.77,0,0
30900,35_1,109.54,0,0
30900,35_2,41.08,0,0
30900,35_3,20.54,0,0
30900,35_4,6.85,0,0
30900,37[0]_0,0,0,0
30900,37[0]_1,0,0,0
30900,38.9_0,133.68,0,0
30900,38.9_1,138.29,0,0
30900,39.68_0,0,0,0
30900,39.68_1,0,0,0
30900,3[0]_0,144.54,0,0
30900,3[0]_1,140.88,0,0
30900,3[0]_2,144.54,0,0
30900,3[1]_0,141.15,0,0
30900,3[1]_1,136.11,0,0
30900,3[1]_2,146.19,0,0
30900,4_0,37.05,0,0
30900,4_1,29.64,0,0
30900,4_2,133.37,0,0
30900,40_0,133.77,0,0
30900,40_1,133.77,0,0
30900,40_2,30.21,0,0
30900,40_3,51.78,0,0
30900,41.3_0,118.08,0,0
30900,41.3_1,132.84,0,0
30900,41.3_2,0,0,0
30900,41.3_3,0,0,0
30900,42.0_0,151.29,0,0
30900,42.0_1,162.92,0,0
30900,42.0_2,116.37,0,0
30900,42.0_3,128.01,0,0
30900,43[0].45_0,136.52,0,0
30900,43[0].45_1,150.17,0,0
30900,44_0,6.52,0,0
30900,44_1,13.05,0,0
30900,44_2,156.57,0,0
30900,45[0].5_0,0,0,0
30900,45[0].5_1,0,0,0
30900,45[1]_0,0,0,0
30900,45[1]_1,0,0,0
30900,46_0,123.54,0,0
30900,46_1,49.42,0,0
30900,47_0,132.63,0,0
30900,47_1,0,0,0
30900,48_0,135.59,0,0
30900,48_1,169.49,0,0
30900,48_2,67.8,0,0
30900,49[0]_0,0,0,0
30900,49[0]_1,0,0,0
30900,49[0]_2,0,0,0
30900,49[1]_0,0,0,0
30900,49[1]_1,0,0,0
30900,49[1]_2,0,0,0
30900,5_0,154.05,0,0
30900,5_1,121.04,0,0
30900,50[0].15_0,53.11,0,0
30900,50[0].15_1,0,0,0
30900,50[1]_0,234.19,0,0
30900,50[1]_1,0,0,0
30900,51_0,3.75,288,120
30900,51_1,2.61,0,96
30900,52_0,21.38,0,0
30900,52_1,0,0,0
30900,52_2,0,0,0
30900,53.4_0,135.32,0,0
30900,53.4_1,130.31,0,0
30900,53.4_2,150.36,0,0
30900,54[0]_0,128.79,0,0
30900,54[0]_1,123.84,0,0
30900,54[1]_0,113.31,0,0
30900,54[1]_1,140.66,0,0
30900,55[0]_0,0,0,0
30900,55[0]_1,124.97,0,0
30900,55[0]_2,124.97,0,0
30900,55[1]_0,0,0,0
30900,55[1]_1,121.76,0,0
30900,55[1]_2,142.94,0,0
30900,56.0.16_0,0.79,24,36
30900,56.0.16_1,0.11,12,0
30900,57_0,0,0,0
30900,57_1,0,0,0
30900,58_0,92.6,36,0
30900,58_1,0.31,0,24
30900,59_0,0,0,0
